author,affiliation
"al dammas, fatma",Anesthesiol Department
"hersi, ahmed s. a.",Cardiac Science Department
"eldawlatly, abdelazeem",Anesthesia Department
"abdulmomen, ahmed",Anesthesia Department
"ahmed, abdulaziz",Anesthesia Department
"abdulmomen, ahmed",Critical Care Medical Department
"ahmad, abdulaziz e.",Anesthesia Department
"eldawlatly, abdelazeem",Anesthesia Department
"al-zawawi, abeer sami",Periodontics & Community Dental Department
"divakar, darshan devang",Dental Health Department
"al-kheraif, abdulaziz a.",Dental Health Department
"husain, fohad mabood",Food Science & Nutrition Department
"khan, rais ahmad",Chemistry Department
"hassan, iftekhar",Zoology Department
"mokraoui, salim",Chemistry Engineering Department
"alaqel, shaker",Mechanical Engineering Department
"el-leathy, abdelrahman",Mechanical Engineering Department
"al-ansary, hany",Mechanical Engineering Department
"djajadiwinata, eldwin",Mechanical Engineering Department
"saleh, nader",Mechanical Engineering Department
"saeed, rageh",Mechanical Engineering Department
"alswaiyd, abdulelah",Mechanical Engineering Department
"almutairi, zeyad",Mechanical Engineering Department
"danish, syed",Sustainable Energy Technololgy Center
"alwalan, m. f.",Civil Engineering Department
"mahmood, asif",Chemistry Engineering Department
"alhabib, khalid f.",Cardiac Science Department
"harrath, abdel halim",Zoology Department
"mansour, lamjed",Zoology Department
"alsalme, a.",Chemistry Department
"batoo, khalid mujasam",King Abdullah Institute Nanotechnology
"raslan, emad h.",Physics Department
"al-enizi, abdullah m.",Chemistry Department
"ubaidullah, mohd",Chemistry Department
"batoo, khalid mujasam",King Abdullah Institute Nanotechnology
"alsharekh, abdullah m.",Archaeology Department
"rabczuk, timon",Computer Engineering Department
"seleiman, mahmoud f.",Plant Production Department
"refay, yahya",Plant Production Department
"el-hendawy, salah",Plant Production Department
"jleli, mohamed",Mathematics Department
"samet, bessem",Mathematics Department
"alelaiwi, abdulhameed",Software Engineering Department
"alelaiwi, abdulhameed",Research Chair Smart Technololgy
"aldawood, nouf",Zoology Department
"alrezaki, abdulkarem",Zoology Department
"anazi, shamsa hilal",Zoology Department
"amor, n. m.",Zoology Department
"alwasel, saleh",Zoology Department
"harrath, abdel halim",Zoology Department
"hassan, mohammad mehedi",Information Systems Department
"almogren, ahmad",Computer Science Department
"alqahtani, mandi",Biomedical Technololgy Department
"almutrafi, abdulmajeed",Biomedical Technololgy Department
"aldawsari, alwaleed",Biomedical Technololgy Department
"javed, ravish",Biomedical Technololgy Department
"altaweraqi, reema a.",Biochemistry Department
"prasad, saradh",Physics & Astronomy Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"prasad, saradh",Physics & Astronomy Department
"aljaafreh, mamduh j.",Physics & Astronomy Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"fouad, h.",Applied Medical Science Department
"hashem, mohamed",Dental Health Department
"dafalla, muawia",Bugshan Research Chair Expans Soils
"salem-bekhit, mounir m.",Pharmaceutical Department
"youssof, abdullah m. e.",Pharmaceutical Department
"shakeel, faiyaz",Pharmaceutical Department
"ramalingam, rajabathar jothi",Chemistry Department
"al-lohedan, hamad a.",Chemistry Department
"al-dhayan, dhaifallah m.",Chemistry Department
"nassani, abdelmohsen a.",Management Department
"abro, muhammad moinuddin qazi",Management Department
"abdel-daim, mohamed m.",Zoology Department
"almutairi, bader",Zoology Department
"alyousif, mohamed s.",Zoology Department
"alkahtani, saad",Zoology Department
"alshahrani, fatima k.",Food Science & Nutrition Department
"khan, aslam",King Abdullah Institute Nanotechnology
"abbas, h.",Civil Engineering Department
"paray, bilal ahamad",Zoology Department
"paray, bilal ahamad",Zoology Department
"alageel, samah",Community Health Science Department
"algarni, khaled d.",Cardiac Science Department
"hamdaoui, oualid",Chemistry Engineering Department
"alswaidan, ibrahim a.",Pharmaceutical Chemistry Department
"paray, bilal ahamad",Zoology Department
"alshammari, ghedeir m.",Food Science & Nutrition Department
"balakrishnan, aristatile",Food Science & Nutrition Department
"alshatwi, ali a.",Food Science & Nutrition Department
"al-khalifa, abdulrahman",Food Science & Nutrition Department
"almohsen, bandar abdullah",Mathematics Department
"adedokun, kamoru a.",Oral Pathology Department
"olarinmoye, ayodeji oluwadare",Abdullah Bugshan Research Chair Dental & Oral Rehab
"mahmood, asif",Chemistry Engineering Department
"ramay, shahid m.",Physics & Astronomy Department
"al-rasheed, hessa h.",Chemistry Department
"dahlous, kholood a.",Chemistry Department
"osman, sameh m.",Chemistry Department
"el-faham, ayman",Chemistry Department
"sholkamy, essam n.",Botany & Microbiology Department
"abd-elkader, omar h.",Physics & Astronomy Department
"al-youssef, hanan m.",Pharmacognosy Department
"amina, musarat",Pharmacognosy Department
"abou obaid, nuha, i",Pharmaceutical Department
"al-jenoobi, fahad i.",Pharmaceutical Department
"alam, mohd a.",Pharmaceutical Department
"ibrahim, mohamed a.",Pharmaceutical Department
"fantoukh, norah ibrahim",Computer Science Department
"ben ismail, mohamed maher",Computer Science Department
"bchir, ouiem",Computer Science Department
"almotairy, saud m.",Excellence Research Engineering Material Cerem Center
"alharthi, nabeel h.",Excellence Research Engineering Material Cerem Center
"alharbi, hamad f.",Excellence Research Engineering Material Cerem Center
"abdo, hany s.",Excellence Research Engineering Material Cerem Center
"alharthi, nabeel h.",Mechanical Engineering Department
"alharbi, hamad f.",Mechanical Engineering Department
"alajmi, mohamed f.",Pharmacognosy Department
"hussain, afzal",Pharmacognosy Department
"al-regaiey, khalid",Physiology Department
"alshubrami, suad",Physiology Department
"al-beeshi, ibrahim",Physiology Department
"alnasser, torki",Physiology Department
"alwabel, abdulnasser",Physiology Department
"al-beladi, hassan",Physiology Department
"al-tujjar, omar",Physiology Department
"alnasser, abdulrahman",Physiology Department
"iqbal, muhammad",Physiology Department
"alfadda, assim a.",Obesity Research Center
"alfadda, assim a.",Medical Department
"el-naggar, a. m.",Physics & Astronomy Department
"albassam, a. a.",Physics & Astronomy Department
"aloufi, abeer s.",Science Research
"olayan, ebtesam",Zoology Department
"aloufi, abeer s.",Zoology Department
"alamri, ohoud d.",Zoology Department
"ali, hayssam mohamed",Botany & Microbiology Department
"aloudah, sara m.",Dept Family & Community Med
"khan, aslam",King Abdullah Institute Nanotechnology
"alkhudair, nora a.",Clinical Pharmacology Department
"alkeridy, walid a.",Medical Department
"almaghlouth, ibrahim",Medical Department
"almaghlouth, ibrahim",Research Center
"alkeraye, salim",Dermatology Department
"alzamil, lama r.",Dermatology Department
"alenazi, suha",Dermatology Department
"alwhaibi, monira",Clinical Pharmacology Department
"alhawassi, tariq m.",Clinical Pharmacology Department
"alwhaibi, monira",Medication Safety Research Chair
"alhawassi, tariq m.",Medication Safety Research Chair
"hashem, abeer",Botany & Microbiology Department
"abd allah, elsayed fathi",Plant Production Department
"nasr, emad abouel",Industrial Engineering Department
"mahmoud, haitham abbas ahmed",Industrial Engineering Department
"awwad, emad mahrous",Electrical Engineering Department
"alajmi, mohamed f.",Pharmacognosy Department
"rehman, md tabish",Pharmacognosy Department
"hussain, afzal",Pharmacognosy Department
"arumugam, natarajan",Chemistry Department
"almansour, abdulrahman i.",Chemistry Department
"kumar, raju suresh",Chemistry Department
"al-aizari, abdul jaleel mohammad ali",Chemistry Department
"alaqeel, shatha ibrahim",Chemistry Department
"alsubi, thamer a.",Pharmaceutical Chemistry Department
"attwa, mohamed w.",Pharmaceutical Chemistry Department
"bakheit, ahmed h.",Pharmaceutical Chemistry Department
"darwish, hany w.",Pharmaceutical Chemistry Department
"abuelizz, hatem a.",Pharmaceutical Chemistry Department
"kadi, adnan a.",Pharmaceutical Chemistry Department
"ebaid, hossam",Zoology Department
"alhazza, ibrahim m.",Zoology Department
"al-rasheid, khaled a. s.",Zoology Department
"almohammed, omar a.",Clinical Pharmacology Department
"al-sayed, ahmed a.",Otolaryngol Head & Neck Surgery Department
"abdel-daim, mohamed m.",Zoology Department
"abdel-gaber, r.",Zoology Department
"al quraishy, s.",Zoology Department
"dkhil, m. a.",Zoology Department
"al-anazi, khalid m.",Zoology Department
"al-shaebi, e.",Zoology Department
"alshameri, aref",Botany & Microbiology Department
"al-qurainy, fahad",Botany & Microbiology Department
"gaafar, abdel-rhman z.",Botany & Microbiology Department
"khan, salim",Botany & Microbiology Department
"nadeem, mohammad",Botany & Microbiology Department
"alansi, saleh",Botany & Microbiology Department
"ramay, shahid m.",Physics & Astronomy Department
"mahmood, asif",Chemistry Engineering Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"devanesan, s.",Physics & Astronomy Department
"fouad, h.",Applied Science Medical Department
"hashem, mohamed",Dental Health Department
"obadi, abdullah",Plant Production Department
"alharbi, abdulaziz",Plant Production Department
"saleh, hesham abdel-razzak",Plant Production Department
"al-omran, abdulrasoul",Soil Science Department
"alshammari, turki",Colorectal Research Chair
"alshammari, sulaiman",Colorectal Research Chair
"hakami, riyadh",Colorectal Research Chair
"alali, mohammed",Colorectal Research Chair
"bin traiki, thamer",Colorectal Research Chair
"aljohani, tariq",Pathology & Lab Medical Department
"zayed, mohammed ayesh",Radiology & Medical Imaging Department
"mohany, mohamed",Pharmacology & Toxicology Department
"alanazi, ahmed z.",Pharmacology & Toxicology Department
"alqahtani, faleh",Pharmacology & Toxicology Department
"belali, osamah m.",Pharmacology & Toxicology Department
"ahmed, mohammed m.",Pharmacology & Toxicology Department
"al-rejaie, salim s.",Pharmacology & Toxicology Department
"shakir, muhammad imran",Sustainable Energy Technololgy Center
"alomar, suliman y.",Zoology Department
"aljumaah, mashael r.",Botany & Microbiology Department
"alkhulaifi, manal mohammed",Botany & Microbiology Department
"alsaleh, asma n.",Botany & Microbiology Department
"abudabos, alaeldein m.",Animal Production Department
"aljumaah, riyadh",Animal Production Department
"abdel-daim, mohamed m.",Zoology Department
"ramay, shahid m.",Physics & Astronomy Department
"mahmood, asif",Chemistry Engineering Department
"alhaboob, ali a.",Pediatric Department
"umer, usama",Advanced Manufacturing Institute
"mahmood, asif",Chemistry Engineering Department
"rana, usman ali",Sustainable Energy Technology Center
al khalifah,Pediatric Department
"al khalifah, reem",Pediatric Department
"alnasser, yossef",Pediatric Department
"al backer, nouf",Pediatric Department
"alsheikh, rawan",Pediatric Department
"alnasser, yossef",Pediatric Department
"alsheikh, rana",Pediatric Department
"al backer, nouf",Pediatric Department
"aljarbou, fahd",Endodontics Division
"barakat, t.",Physics Department
"muddassir, mohd.",Chemistry Department
"al-ajmi, r. a.",Zoology Department
"abdel-gaber, rewaida",Zoology Department
"haddadi, rania",Zoology Department
"shakir, imran",Sustainable Energy Technololgy Center
"shakir, imran",Sustainable Energy Technololgy Center
"shakir, imran",Sustainable Energy Technology Center
"shakir, imran",Sustainable Energy Technology Center
"alzamel, mai",Computer Science Department
"samivel, ramachandran",Cornea Research Chair
"khan, adnan ali",Cornea Research Chair
"masmali, ali",Cornea Research Chair
"almubrad, turki",Cornea Research Chair
"akhtar, saeed",Cornea Research Chair
"al-mubaddel, fahad s.",Chemical Engineering Department
"al-rabiah, abdulrahman a.",Chemical Engineering Department
"nofal, abdullah",Emergency Medical Department
"alaska, yasser",Emergency Medical Department
"shakir, imran",Sustainable Energy Technololgy Center
"khan, salah ud-din",Sustainable Energy Technololgy Center
"qais, mohammed h.",Electrical Engineering Department
"alghuwainem, saad",Electrical Engineering Department
"al-harbi, naif o.",Pharmacology & Toxicology Department
"nadeem, ahmed",Pharmacology & Toxicology Department
"ahmad, sheikh f.",Pharmacology & Toxicology Department
"bakheet, saleh a.",Pharmacology & Toxicology Department
"alzahrani, khalid s.",Pharmacology & Toxicology Department
"al-harbi, mohammed m.",Pharmacology & Toxicology Department
"mahmood, hafiz m.",Pharmacology & Toxicology Department
"alqahtani, faleh",Pharmacology & Toxicology Department
"attia, sabry m.",Pharmacology & Toxicology Department
"alotaibi, moureq r.",Pharmacology & Toxicology Department
"el-sherbeeny, ahmed m.",Industrial Engineering Department
"ibrahim, khalid e.",Zoology Department
"yakout, sobhy m.",Biochemistry Department
"shair, omar h.",Botany & Microbiology Department
"bin-mohsin, bandar",Mathematics Department
"faisal, mohammad",Botany & Microbiology Department
"alatar, abdulrahman a.",Botany & Microbiology Department
"el-sherbeeny, ahmed m.",Industrial Engineering Department
"el-meligy, mohammed a.",Advanced Manufacturing Institute
"alghamdi, abdulaziz",Chemistry Department
"al-enizi, abdullah m.",Chemistry Department
"alyemeni, mohammed nasser",Botany & Microbiology Department
"ahmad, parvaiz",Botany & Microbiology Department
"jleli, mohamed",Mathematics Department
"samet, bessem",Mathematics Department
"jleli, mohamed",Mathematics Department
"samet, bessem",Mathematics Department
"syed, asad",Botany & Microbiology Department
"marraiki, najat",Botany & Microbiology Department
"elgorban, abdallah m.",Botany & Microbiology Department
"elgorban, abdallah m.",Excellence Biotechnology Research Center
"laref, a.",Physics & Astronomy Department
"alsubi, thamer a.",Pharmaceutical Chemistry Department
"attwa, mohamed w.",Pharmaceutical Chemistry Department
"bakheit, ahmed h.",Pharmaceutical Chemistry Department
"darwish, hany w.",Pharmaceutical Chemistry Department
"abuelizz, hatem a.",Pharmaceutical Chemistry Department
"kadi, adnan a.",Pharmaceutical Chemistry Department
"alsalme, a.",Chemistry Department
"alghamdi, a.",Chemistry Department
"rahaman, mostafizur",Chemistry Department
"al ghufais, ibrahim abdullah",Chemistry Department
"periyasami, govindasami",Chemistry Department
"aldalbahi, ali",Chemistry Department
"govindasamy, chandramohan",Community Health Science Department
"al-numair, khalid s.",Community Health Science Department
"albassam, a. a.",Physics & Astronomy Department
"kaabi, aaishah m.",Zoology Department
"barakat, ibrahim",Zoology Department
"alajmi, reem a.",Zoology Department
"abdel-daim, mohamed m.",Zoology Department
"hozzein, wael n.",Zoology Department
"alodhayb, abdullah",King Abdullah Institute Nanotechnology
"albrithen, hamad",King Abdullah Institute Nanotechnology
"mogren, saad",Geology & Geophysics Department
"abdel-daim, mohamed m.",Zoology Department
"alkahtani, saad",Zoology Department
"almeer, rafa s.",Zoology Department
"albasher, gadah",Zoology Department
"alshahwan, majid",Rehabilitation Science Department
"almufarrij, ibrahim",Rehabilitation Science Department
"saleh, ali",Food Science & Nutrition Department
"mohamed, a. a.",Food Science & Nutrition Department
"alamri, m. s.",Food Science & Nutrition Department
"hussain, s.",Food Science & Nutrition Department
"qasem, a. a.",Food Science & Nutrition Department
"ibraheem, mohamed a.",Food Science & Nutrition Department
"shahzad, syed ali",Food Science & Nutrition Department
"ahmad, naushad",Chemistry Department
"elgorban, abdallah m.",Excellence Biotechnology Research Center
"elgorban, abdallah m.",Botany & Microbiology Department
"lashin, aref",Petroleum & Natural Gas Engineering Department
"ahmad, naushad",Chemistry Department
"alam, manawwer",Chemistry Department
"al-fatesh, ahmed s.",Chemistry Engineering Department
"fakeeha, anis h.",Chemistry Engineering Department
"wahab, rizwan",Zoology Department
"al-subaie, abdullah s.",Sabic Psychological Health Research & Applications Chair
"altwaijri, yasmin a.",Sabic Psychological Health Research & Applications Chair
"al-enizi, abdullah m.",Chemistry Department
"shaikh, shoyebmohamad f.",Chemistry Department
"ubaidullah, mohd",Chemistry Department
"ghanem, mohamed a.",Chemistry Department
"metwally, dina m.",Zoology Department
"al-talhi, razan a.",Zoology Department
"sulieman, magboul m.",Soil Science Department
"sallam, abdelazeem sh",Soil Science Department
"al-farraj, abdullah s.",Soil Science Department
"altwaijri, yasmin a.",Sabic Psychological Health Research & Applications Chair
"al-subaie, abdullah s.",Sabic Psychological Health Research & Applications Chair
"bilal, lisa",Sabic Psychological Health Research & Applications Chair
"alyemeni, mohammed nasser",Botany & Microbiology Department
"ahmad, parvaiz",Botany & Microbiology Department
"abd allah, elsayed fathi",Plant Production Department
"ahmad, parvaiz",Botany & Microbiology Department
"dewir, yaser hassan",Plant Production Department
"alkahtani, saad",Zoology Department
"abdel-daim, mohamed m.",Zoology Department
"albassam, bassam a.",Mechanical Engineering Department
"alfadda, assim a.",Obesity Research Center
"alfadda, assim a.",Medical Department
"altoijry, abdulmajeed",Surgery Department
"ibrahim, magdi",Surgery Department
"altuwaijri, talal a.",Surgery Department
"nouh, thamer",Surgery Department
"alburakan, ahmed",Surgery Department
"altoijry, abdulmajeed",Surgery Department
"nouh, thamer",Surgery Department
"alburakan, ahmed",Surgery Department
"ibrahim, magdi",Surgery Department
"altuwaijri, talal a.",Surgery Department
"hussain, tajamul",Excellence Biotechnology Research Center
"alrokayan, salman a.",Biochemistry Department
"hassan, mohammad mehedi",Information Systems Department
"almogren, ahmad",Computer Science Department
"aldraiweesh, ahmed a.",Education Technololgy Department
"alturki, uthman",Education Technololgy Department
"aljeraiwi, abdulmajeed a.",Self Development Skills Department
"khan, muhammad khurram",Excellence Information Assurance Center
"alhussein, musaed",Computer Engineering Department
"muhammad, ghulam",Computer Engineering Department
"hossain, m. shamim",Software Engineering Department
"al-ghanim, khalid abdullah",Zoology Department
"mahboob, shahid",Zoology Department
"mutairi, soulman",Soil Science Department
"ghoneim, adel",Soil Science Department
"modaihsh, abdullah",Soil Science Department
"alotaibi, khaled",Soil Science Department
"al-barakah, fahad n.",Soil Science Department
"alqahtani, saeed a.",Pharmaceutical Department
"harisa, gamaleldin, i",Pharmaceutical Department
"salem-bekhit, mounir m.",Pharmaceutical Department
"alanazi, fars k.",Pharmaceutical Department
"alqahtani, saeed a.",Pharmaceutical Department
"harisa, gamaleldin, i",Pharmaceutical Department
"badran, mohamed m.",Pharmaceutical Department
"salem-bekhit, mounir m.",Pharmaceutical Department
"alanazi, fars k.",Pharmaceutical Department
"alghamdi, khalid m.",Dermatology Department
"kumar, ashok",Dermatology Department
"alghamdi, khalid m.",Vitiligo Research Chair
"kumar, ashok",Vitiligo Research Chair
"ahmad, sheikh f.",Pharmacology & Toxicology Department
"ebaid, hossam",Zoology Department
"alhazza, ibrahim m.",Zoology Department
"hassan, iftekhar",Zoology Department
"al-tamimi, jameel",Zoology Department
"hassan, iftekhar",Zoology Department
"ebaid, hossam",Zoology Department
"alhazza, ibrahim m.",Zoology Department
"al-tamimi, jameel",Zoology Department
"almosa, naif a.",Pediatric Dental & Orthodontics Department
"alqahtani, nasser",Pediatric Dental & Orthodontics Department
"alanazy, mohammed h.",Internal Medical Department
"al-essa, rakan s.",Ophthalmology Department
"al-otaibi, mohammed d.",Ophthalmology Department
"alkatan, hind m.",Ophthalmology Department
"alkatan, hind m.",Pathology Department
"tabbara, khalid f.",Ophthalmology Department
"al qahtani, k.",Otolaryngol Head & Neck Surgery Department
"islam, t.",Research Center
"islam, t.",Research Center
"alodan, hessah a.",Ophthalmology Department
"al-qattan, mohammad",Plastic Surgery Division
"al-numay, mohamed",Electrical Engineering Department
"altamimi, majid",Electrical Engineering Department
"alshebeili, saleh",Electrical Engineering Department
"al-megren, shiroq",Information Technololgy Department
"almutairi, aziza",Information Technololgy Department
"aldalbahi, ali",Chemistry Department
"ibrahim, taghreed a.",Pharmacognosy Department
"el dib, rabab a.",Pharmacognosy Department
"al-youssef, hanan m.",Pharmacognosy Department
"amina, musarat",Pharmacognosy Department
"bin-mohsin, bandar",Mathematics Department
"almutairi, bander",Mathematics Department
"dahan, fadl",Computer Science Department
"mathkour, hassan",Computer Science Department
"arafah, mohammed",Computer Science Department
"aurangzeb, khursheed",Computer Engineering Department
"haider, syed irtaza",Computer Engineering Department
"alrajeh, nabil",Biomedical Technololgy Department
"imran, muhammad",Computer Science Department
"ali, hatem s.",Food Science & Nutrition Department
"al-khalifa, abdel rahman",Food Science & Nutrition Department
"bhat, mashooq ahmad",Pharmaceutical Chemistry Department
"al-omar, mohamed a.",Pharmaceutical Chemistry Department
"naglah, ahmed m.",Pharmaceutical Chemistry Department
"al-dhfyan, abdullah",Pharmacology & Toxicology Department
"alabdulkarim, alia",Information Technololgy Department
"al-rodhaan, mznah",Computer Science Department
"al-dhelaan, abdullah",Computer Science Department
"elansary, hosam o.",Plant Production Department
"al-mana, fahed a.",Plant Production Department
"el-abedin, tarek zin",Agricultural Engineering Department
"kaddour, ouhoud",Prince Naif Healthcare Res Ctr
"masood, afshan",Obesity Research Center
"elawad, ruba",Obesity Research Center
"alfadda, assim a.",Obesity Research Center
"alsheddi, lujain",Community Health Science Department
"alfayadh, loura",Community Health Science Department
"bukhari, bushra",Community Health Science Department
"alfadda, assim a.",Medical Department
"shamsuddin, sadaf",Undergraduate Studies Girls Olaysha Center
"chebbi, souhail",Mathematics Department
"alfarhood, sultan",Computer Science Department
"alqahtani, ali h.",Electrical Engineering Department
"humadi, khaled",Electrical Engineering Department
"sulyman, ahmed iyanda",Electrical Engineering Department
"al-sanie, abdulhameed",Electrical Engineering Department
"el-sayed, nahed n. e.",Chemistry Department
"almaneai, norah m.",Chemistry Department
"ben bacha, abir",Biochemistry Department
"al-obeed, omar a.",Surgery Department
"ahmad, rehan",Surgery Department
"abdulla, maha",Surgery Department
"ali, mohamed e.",Mechanical Engineering Department
"nuhait, abdullah o.",Mechanical Engineering Department
"alhalal, eman",Community & Mental Health Nursing Department
"tukur, hammed a.",Animal Production Department
"saadeldin, islam m.",Animal Production Department
"askar, s. s.",Statistics & Operations Research Department
"al-khedhairi, a.",Statistics & Operations Research Department
"al-ammar, fatemah s.",Statistics & Operations Research Department
"ezzeldin, essam",Pharmaceutical Chemistry Department
"iqbal, muzaffar",Pharmaceutical Chemistry Department
"ezzeldin, essam",Pharmaceutical Chemistry Department
"iqbal, muzaffar",Pharmaceutical Chemistry Department
"atif, muhammad",Physics & Astronomy Department
"alghamdi, raed ahmed",Physics & Astronomy Department
"farooq, w. a.",Physics & Astronomy Department
"hanif, atif",Botany & Microbiology Department
"madhar, niyaz a.",Physics & Astronomy Department
"ilahi, bouraoui",Physics & Astronomy Department
"nafady, ayman",Chemistry Department
"nehdi, imededdine arbi",Chemistry Department
"alhasan, khalid a.",Pediatric Department
"al-wabli, reem i.",Pharmaceutical Chemistry Department
"al-ghamdi, alwah r.",Pharmaceutical Chemistry Department
"attia, mohamed, i",Pharmaceutical Chemistry Department
"al-agamy, mohamed hamed",Pharmaceutical Department
"al kahtani, abdullah",Chemistry Department
"abduh, naaser a. y.",Chemistry Department
"aouissi, ahmed",Chemistry Department
"al-qattan, mohammad m.",Surgery Department
"al-nasser, khalid abdulrahman",Surgery Medical Department
"al-dhelaan, abdullah",Computer Science Department
"al-dhelaan, abdullah",Computer Science Department
"al-wabli, reem i.",Pharmaceutical Chemistry Department
"al-ghamdi, alwah r.",Pharmaceutical Chemistry Department
"attia, mohamed, i",Pharmaceutical Chemistry Department
"al-agamy, mohamed hamed",Pharmaceutical Department
"almarhoon, zainab m.",Chemistry Department
"el-faham, ayman",Chemistry Department
"alqadami, ayoub a.",Chemistry Department
"thomas, jacob",Botany & Microbiology Department
"alfarhan, ahmed h.",Botany & Microbiology Department
"rajakrishnan, r.",Botany & Microbiology Department
"alwasel, saleh",Zoology Department
"harrath, abdel halim",Zoology Department
"dewir, yaser hassan",Plant Production Department
"aldubai, abdulhakim a.",Plant Production Department
"al-obeed, rashid sultan",Plant Production Department
"el-hendawy, salah",Plant Production Department
"hossain, m. shamim",Software Engineering Department
"alhamid, mohammed f.",Software Engineering Department
"amin, syed umar",Computer Science Department
"alsulaiman, mansour",Computer Science Department
"muhammad, ghulam",Computer Science Department
"bencherif, mohamed a.",Computer Science Department
"hossain, m. shamim",Software Engineering Department
"al-ahmari, abdulrahman m.",Advanced Manufacturing Institute
"ashfaq, mohammed",Advanced Manufacturing Institute
"mian, syed hammad",Advanced Manufacturing Institute
"ameen, wadea",Advanced Manufacturing Institute
"al-ahmari, abdulrahman",Industrial Engineering Department
"ameen, wadea",Industrial Engineering Department
"alfarraj, saleh",Zoology Department
"alqahtani, badr",Mathematics Department
"alhammad, reem m.",Medical Department
"binsaleh, saleh",Surgery Department
"bounkhel, messaoud",Mathematics Department
"bachar, mostafa",Mathematics Department
"al qurashi, maysaa",Mathematics Department
"alqahtani, obaid",Mathematics Department
"souayah, nizar",Natural Science Department
"mrad, mehdi",Industrial Ingn Department
"mohammad, faruq",Surfactants Research Chair
"al-lohedan, hamad a.",Surfactants Research Chair
"khan, farrukh aslam",Excellence Information Assurance Center
"derhab, abdelouahid",Excellence Information Assurance Center
"hussain, shahzad",Food Science & Nutrition Department
"hussain, shahzad",Food Science & Nutrition Department
"wahab, rizwan",Zoology Department
"al-khedhairy, abdulaziz a.",Zoology Department
"wahab, rizwan",Al Jeraisy Chair Dna Research
"sun, xiaowen",Zoology Department
"mahboob, shahid",Zoology Department
"bachar, imed",Mathematics Department
"mesloub, said",Mathematics Department
"alshamsan, aws",Pharmaceutical Department
"aleanizy, fadilah sfouq",Pharmaceutical Department
"badran, mohammad m.",Pharmaceutical Department
"alqahtani, fulwah y.",Pharmaceutical Department
"alshamsan, aws",Nanobiotechnology Unit
"aleanizy, fadilah sfouq",Nanobiotechnology Unit
"badran, mohamed",Nanobiotechnology Unit
"alqahtani, fulwah yahya",Nanobiotechnology Unit
"alosaimy, sara",Clinical Pharmacology Department
"al-khedhairi, a.",Statistics & Operations Research Department
"fouad, h.",Applied Medical Science Department
"alrez, mohammed fayez",Medical Equipment Department
"al-fotawi, randa",Surgery Department
"mahmood, amer",Anat Department
"el-sayed, ahmed k.",Excellence Concrete Research & Testing Center
"al-negheimish, a.",Civil Engineering Department
"alhozaimy, abdulrahman m. a.",Civil Engineering Department
"al-negheimish, abdulaziz, i",Excellence Concrete Research & Testing Center
"alhozaimy, abdulrahman m.",Excellence Concrete Research & Testing Center
"hassan, mohammad mehedi",Information Systems Department
"alam, mohd aftab",Pharmaceutical Department
"al-jenoobi, fahad i.",Pharmaceutical Department
"al-mohizea, abdullah m.",Pharmaceutical Department
"alzayed, n. s.",Physics & Astronomy Department
"shahabuddin, mohammed",Physics & Astronomy Department
"ramey, shahid m.",Physics & Astronomy Department
"sherif, el-sayed m.",Mechanical Engineering Department
"abdelhameed, ali s.",Pharmaceutical Chemistry Department
"bakheit, ahmed h.",Pharmaceutical Chemistry Department
"alrabiah, haitham k.",Pharmaceutical Chemistry Department
"abdelgalil, ahmed a.",Lab Center
"alam, mohd a.",Pharmaceutical Department
"raish, mohammad",Pharmaceutical Department
"al-jenoobi, fahad i.",Pharmaceutical Department
"syed, wajid",Clinical Pharmacology Department
"al-arifi, mohammed n.",Clinical Pharmacology Department
"babelghaith, salmeen d.",Clinical Pharmacology Department
"divakar, darshan devang",Dental Biomaterials Research Chair
"parine, narasimha reddy",Biochemistry Department
"ghafoor, kashif",Food & Nutrition Science Department
"dkhil, m. a.",Zoology Department
"al-shaebi, e.",Zoology Department
"al-quraishy, saleh",Zoology Department
"alabdulkarim, alia",Information Technololgy Department
"alabdulkarim, alia",Computer Science Department
"al-rodhaan, mznah",Computer Science Department
"rodrigues, joel j. p. c.",Excellence Information Assurance Coeia Center
"saleem, kashif",Excellence Information Assurance Coeia Center
"samet, bessem",Mathematics Department
"al-khalifa, hend s.",Information Technololgy Department
"aljabaa, aljazi hussain",Pediatric Dental & Orthodontics Department
"paray, bilal ahamad",Zoology Department
"al-sadoon, mohammad k.",Zoology Department
"abdel-baki, abdel-azeem s.",Zoology Department
"dkhil, m. a.",Zoology Department
"al-quraishy, saleh",Zoology Department
"amin, syed umar",Computer Engineering Department
"muhammad, ghulam",Computer Engineering Department
"alhussein, musaed",Computer Engineering Department
"hossain, m. shamim",Software Engineering Department
"el-meligy, mohammed a.",Advanced Manufacturing Institute
"sharaf, mohamed",Industrial Engineering Department
"suliman, el amin m.",Zoology Department
"fakhouri, abdulaziz s.",Biomedical Technololgy Department
"el-faham, ayman",Chemistry Department
"albericio, fernando",Chemistry Department
"gahian, hisham a.",Geology & Geophysics Department
"al-kahtany, khaled m.",Seismic Studies Center
"abd allah, e. f.",Plant Production Department
"alqarawi, abdulaziz a.",Plant Production Department
"bhat, ramesa shafi",Biochemistry Department
"moubayed, nadine",Botany & Microbiology Department
