paper,title,author,affiliation,cite,year
1793,Estimation of Static Young's Modulus for Sandstone Formation Using Artificial Neural Networks,"Ali, Abdulwahab",Integrative Petroleum Research Center,9,2019
1794,Relative Permeability Characteristics and Wetting Behavior of Supercritical CO2 Displacing Water and Remaining Oil for Carbonate Rocks at Reservoir Conditions,"Zhou, Xianmin",Integrative Petroleum Research Center,2,2019
1832,"Characteristics of Paleozoic tight gas sandstone reservoir: integration of lithofacies, paleoenvironments, and spectral gamma-ray analyses, Rub' al Khali Basin, Saudi Arabia","Alqubalee, Abdullah",Integrative Petroleum Research Center,3,2019
1832,"Characteristics of Paleozoic tight gas sandstone reservoir: integration of lithofacies, paleoenvironments, and spectral gamma-ray analyses, Rub' al Khali Basin, Saudi Arabia","Babalola, Lameed O.",Integrative Petroleum Research Center,3,2019
1882,Highly Oxidized Graphene Quantum Dots from Coal as Efficient Antioxidants,"Jalilov, Almaz S.",Integrative Petroleum Research Center,12,2019
1883,Advanced cathode materials and efficient electrolytes for rechargeable batteries: practical challenges and future perspectives,"Khan, Ibrahim",Integrative Petroleum Research Center,6,2019
1904,Weakly charged round micro-plasma jet flows into vacuum,"Li, Jun",Integrative Petroleum Research Center,0,2019
1911,Synthesis of Novel Ethoxylated Quaternary Ammonium Gemini Surfactants for Enhanced Oil Recovery Application,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,11,2019
1911,Synthesis of Novel Ethoxylated Quaternary Ammonium Gemini Surfactants for Enhanced Oil Recovery Application,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,11,2019
1333,A simple NMR methodology for evaluating filter cake properties and drilling fluid-induced formation damage,"Adebayo, Abdulrauf Rasheed",Integrative Petroleum Research Center,6,2019
2023,Permeability-porosity relations from single image of natural rock: Subsampling approach,"Li, Jun",Integrative Petroleum Research Center,0,2020
2023,Permeability-porosity relations from single image of natural rock: Subsampling approach,"Hussaini, Syed Rizwanullah",Integrative Petroleum Research Center,0,2020
2023,Permeability-porosity relations from single image of natural rock: Subsampling approach,"Dvorkin, Jack",Integrative Petroleum Research Center,0,2020
2024,Sandstone acidizing using a new retarded acid system based on gemini surfactants,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
2024,Sandstone acidizing using a new retarded acid system based on gemini surfactants,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,0,2020
2028,Ultrasonically controlled growth of monodispersed octahedral BiVO4 microcrystals for improved photoelectrochemical water oxidation,"Khan, Ibrahim",Integrative Petroleum Research Center,0,2020
2033,Rarefied flow separation in microchannel with bends,"Li, Jun",Integrative Petroleum Research Center,0,2020
2051,Studies of interaction between bitumen and thermochemical fluid (TCF): Insights from experiment and molecular dynamics simulations,"Abdel-Azeim, Safwat",Integrative Petroleum Research Center,0,2020
2051,Studies of interaction between bitumen and thermochemical fluid (TCF): Insights from experiment and molecular dynamics simulations,"Al-Shehri, Dhafer",Integrative Petroleum Research Center,0,2020
2094,Sandstone Acidizing Using a Low-Reaction Acid System,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
2097,Heterogeneous photodegradation of industrial dyes: An insight to different mechanisms and rate affecting parameters,"Khan, Ibrahim",Integrative Petroleum Research Center,0,2020
2114,"Evidence for the development of a superpermeability flow zone by bioturbation in shallow marine strata, upper Jubaila Formation, central Saudi Arabia","Alqubalee, Abdullah",Integrative Petroleum Research Center,0,2020
2114,"Evidence for the development of a superpermeability flow zone by bioturbation in shallow marine strata, upper Jubaila Formation, central Saudi Arabia","Amao, Abduljamiu Olalekan",Integrative Petroleum Research Center,0,2020
2136,A theoretical study of gas adsorption on alpha-quartz (001) for CO2 enhanced natural gas recovery,"Mahmoud, Mohamed",Integrative Petroleum Research Center,0,2020
2151,Application of Artificial Intelligence Techniques in Predicting the Lost Circulation Zones Using Drilling Sensors,"Ali, Abdulwahab",Integrative Petroleum Research Center,0,2020
2168,Poly(Oxyethylene)-amidoamine Based Gemini Cationic Surfactants with Hydrophilic Spacers as Clay Stabilizers,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
2168,Poly(Oxyethylene)-amidoamine Based Gemini Cationic Surfactants with Hydrophilic Spacers as Clay Stabilizers,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,0,2020
2186,Eco-efficient rheological improvement of heavy crude oil using lactam based ionic liquids at high temperature high pressure condition,"Sakthivel, Sivabalan",Integrative Petroleum Research Center,0,2020
2188,Facile synthesis of 1T-WS2/graphite nanocomposite for efficient solar-driven oxygen evolution reaction,"Khan, Ibrahim",Integrative Petroleum Research Center,0,2020
2200,Effect of heterogeneity on failure of natural rock samples,"Kandil, Mohamed E.",Integrative Petroleum Research Center,0,2020
2200,Effect of heterogeneity on failure of natural rock samples,"Dvorkin, Jack",Integrative Petroleum Research Center,0,2020
2226,Evaluation of Clay Hydration and Swelling Inhibition Using Quaternary Ammonium Dicationic Surfactant with Phenyl Linker,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
2226,Evaluation of Clay Hydration and Swelling Inhibition Using Quaternary Ammonium Dicationic Surfactant with Phenyl Linker,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,0,2020
2238,Demulsification and breaking mechanism of variable quartz concentrates obtained from sand,"Adewunmi, Ahmad A.",Integrative Petroleum Research Center,0,2020
2238,Demulsification and breaking mechanism of variable quartz concentrates obtained from sand,"Amao, Abduljamiu Olalekan",Integrative Petroleum Research Center,0,2020
2238,Demulsification and breaking mechanism of variable quartz concentrates obtained from sand,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
2238,Demulsification and breaking mechanism of variable quartz concentrates obtained from sand,"Solling, Theis Ivan",Integrative Petroleum Research Center,0,2020
2245,Highly dilute gas flows over an ellipse,"Li, Jun",Integrative Petroleum Research Center,0,2020
2257,Dense gas flow simulations in ultra-tight confinement,"Li, Jun",Integrative Petroleum Research Center,0,2020
2318,Investigation of the photocatalytic potential enhancement of silica monolith decorated tin oxide nanoparticles through experimental and theoretical studies,"Khan, Ibrahim",Integrative Petroleum Research Center,0,2020
2319,Controlling Shale Swelling and Fluid Loss Properties of Water-Based Drilling Mud via Ultrasonic Impregnated SWCNTs/PVP Nanocomposites,"Khan, Ibrahim",Integrative Petroleum Research Center,0,2020
2321,Two-Stage Stimulation of Gas Carbonate Reservoirs with High Anhydrite Content: Experimental and Modeling Study,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
2321,Two-Stage Stimulation of Gas Carbonate Reservoirs with High Anhydrite Content: Experimental and Modeling Study,"Ali, Abdelwahab Z.",Integrative Petroleum Research Center,0,2020
2358,Wettability Alteration in Carbonate Reservoirs by Carbon Nanofluids,"Kanj, Mazen",Integrative Petroleum Research Center,0,2020
2358,Wettability Alteration in Carbonate Reservoirs by Carbon Nanofluids,"Sakthivel, Sivabalan",Integrative Petroleum Research Center,0,2020
2392,"Synthesis, photoinduced amination and topological indices of novel porphyrin dyads","Khan, Ibrahim",Integrative Petroleum Research Center,0,2020
2396,Effects of Foam Microbubbles on Electrical Resistivity and Capillary Pressure of Partially Saturated Porous Media,"Adebayo, Abdulrauf Rasheed",Integrative Petroleum Research Center,0,2020
2402,Improvement of Petrophysical Properties of Tight Sandstone and Limestone Reservoirs Using Thermochemical Fluids,"Mustafa, Ayyaz",Integrative Petroleum Research Center,0,2020
2402,Improvement of Petrophysical Properties of Tight Sandstone and Limestone Reservoirs Using Thermochemical Fluids,"Mahmoud, Mohamed",Integrative Petroleum Research Center,0,2020
2406,Boosting the efficiency of water oxidationviasurface states on hematite photoanodes by incorporating Bi(3+)ions,"Abdel-Azeim, Safwat",Integrative Petroleum Research Center,0,2020
2445,Comprehensive Investigation of Dynamic Characteristics of Amphoteric Surfactant-Sulfonated Polymer Solution on Carbonate Rocks in Reservoir Conditions,"Zhou, Xianmin",Integrative Petroleum Research Center,0,2020
2445,Comprehensive Investigation of Dynamic Characteristics of Amphoteric Surfactant-Sulfonated Polymer Solution on Carbonate Rocks in Reservoir Conditions,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
2455,Application of a Novel and Sustainable Silicate Solution as an Alternative to Sodium Silicate for Clay Swelling Inhibition,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,1,2020
2483,Consistent prediction of absolute permeability in carbonates without upscaling,"Ali, Abdelwahab Z.",Integrative Petroleum Research Center,0,2020
2677,Novel Treatment for Mitigating Condensate Bank Using a Newly Synthesized Gemini Surfactant,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
2677,Novel Treatment for Mitigating Condensate Bank Using a Newly Synthesized Gemini Surfactant,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,0,2020
2687,Highly dilute gas flows through a non-isothermal planar microchannel,"Li, Jun",Integrative Petroleum Research Center,1,2020
2749,Interfacial tension in water/n-decane/naphthenic acid systems predicted by a combined COSMO-RS theory and pendant drop experimental study,"Solling, T. I.",Integrative Petroleum Research Center,0,2020
2753,Hematite and Magnetite Nanostructures for Green and Sustainable Energy Harnessing and Environmental Pollution Control: A Review,"Khan, Ibrahim",Integrative Petroleum Research Center,6,2020
2756,Quaternary ammonium gemini surfactants having different spacer length as clay swelling inhibitors: Mechanism and performance evaluation,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,5,2020
2756,Quaternary ammonium gemini surfactants having different spacer length as clay swelling inhibitors: Mechanism and performance evaluation,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,5,2020
2756,Quaternary ammonium gemini surfactants having different spacer length as clay swelling inhibitors: Mechanism and performance evaluation,"Sharif, Muhammad Nadeem",Integrative Petroleum Research Center,5,2020
2864,Toward Sustainable Energy and Materials: CO2 Capture Using Microencapsulated Sorbents,"Yu, Wei",Integrative Petroleum Research Center,0,2020
2880,"Oil/Water Interfacial Tension in the Presence of Novel Polyoxyethylene Cationic Gemini Surfactants: Impact of Spacer Length, Unsaturation, and Aromaticity","Fogang, Lionel Talley",Integrative Petroleum Research Center,1,2020
2880,"Oil/Water Interfacial Tension in the Presence of Novel Polyoxyethylene Cationic Gemini Surfactants: Impact of Spacer Length, Unsaturation, and Aromaticity","Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,1,2020
2880,"Oil/Water Interfacial Tension in the Presence of Novel Polyoxyethylene Cationic Gemini Surfactants: Impact of Spacer Length, Unsaturation, and Aromaticity","Hussain, S. M. Shakil",Integrative Petroleum Research Center,1,2020
2888,Clay Swelling Inhibition Using Novel Cationic Gemini Surfactants with Different Spacers,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,2,2020
2888,Clay Swelling Inhibition Using Novel Cationic Gemini Surfactants with Different Spacers,"Hussain, Syed",Integrative Petroleum Research Center,2,2020
2929,"Soft Computing Applications in Air Quality Modeling: Past, Present, and Future","Amao, Abduljamiu Olalekan",Integrative Petroleum Research Center,0,2020
2935,Impact of Spacer Nature and Counter Ions on Rheological Behavior of Novel Polymer-Cationic Gemini Surfactant Systems at High Temperature,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,1,2020
2935,Impact of Spacer Nature and Counter Ions on Rheological Behavior of Novel Polymer-Cationic Gemini Surfactant Systems at High Temperature,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,1,2020
2984,Carbon dioxide EGR and sequestration in mature and immature shale: Adsorption study,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
2985,Crystalizing the interface - The first X-Ray structure of an oil/surfactant/brine transition layer,"Solling, T. I.",Integrative Petroleum Research Center,0,2020
2985,Crystalizing the interface - The first X-Ray structure of an oil/surfactant/brine transition layer,"Olesen, Kristian B.",Integrative Petroleum Research Center,0,2020
2985,Crystalizing the interface - The first X-Ray structure of an oil/surfactant/brine transition layer,"Palm-Henriksen, Gustav",Integrative Petroleum Research Center,0,2020
2985,Crystalizing the interface - The first X-Ray structure of an oil/surfactant/brine transition layer,"Abdel-Azeim, Safwat",Integrative Petroleum Research Center,0,2020
2997,Solar-blind ultraviolet-C persistent luminescence phosphors,"Chen, Yafei",Integrative Petroleum Research Center,1,2020
2997,Solar-blind ultraviolet-C persistent luminescence phosphors,"Pan, Zhengwei",Integrative Petroleum Research Center,1,2020
3007,Nanoclay-mediated photocatalytic activity enhancement of copper oxide nanoparticles for enhanced methyl orange photodegradation,"Khan, Ibrahim",Integrative Petroleum Research Center,1,2020
3049,Theoretical study of hydroxyl radical (OH center dot) induced decomposition oftert-butyl methyl ether (MTBE),"Solling, T. I.",Integrative Petroleum Research Center,0,2020
3074,Synthesis and Evaluation of Zwitterionic Surfactants Bearing Benzene Ring in the Hydrophobic Tail,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,0,2020
3074,Synthesis and Evaluation of Zwitterionic Surfactants Bearing Benzene Ring in the Hydrophobic Tail,"Mahboob, Ahmad",Integrative Petroleum Research Center,0,2020
3074,Synthesis and Evaluation of Zwitterionic Surfactants Bearing Benzene Ring in the Hydrophobic Tail,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
3105,An integrated workflow to perform reservoir and completion parametric study on a shale gas reservoir,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
3106,A simple NMR methodology for evaluating filter cake properties and drilling fluid-induced formation damage,"Adebayo, Abdulrauf Rasheed",Integrative Petroleum Research Center,6,2020
3117,"Foamstability: The interplay between salt-, surfactant- and critical micelle concentration","Solling, T. I.",Integrative Petroleum Research Center,1,2020
3117,"Foamstability: The interplay between salt-, surfactant- and critical micelle concentration","Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,1,2020
3127,The Effect of Clay Content on the Spin-Spin NMR Relaxation Time Measured in Porous Media,"Alqubalee, Abdullah",Integrative Petroleum Research Center,0,2020
3127,The Effect of Clay Content on the Spin-Spin NMR Relaxation Time Measured in Porous Media,"Adebayo, Abdulrauf Rasheed",Integrative Petroleum Research Center,0,2020
3181,"Integrated Geological, Hydrogeological, and Geophysical Investigations of a Barchan Sand Dune in the Eastern Region of Saudi Arabia","Dvorkin, Jack",Integrative Petroleum Research Center,0,2020
3213,Poly(Oxyethylene)-Amidoamine Based Gemini Cationic Surfactants for Oilfield Applications: Effect of Hydrophilicity of Spacer Group,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,4,2020
3213,Poly(Oxyethylene)-Amidoamine Based Gemini Cationic Surfactants for Oilfield Applications: Effect of Hydrophilicity of Spacer Group,"Mahboob, Ahmad",Integrative Petroleum Research Center,4,2020
3213,Poly(Oxyethylene)-Amidoamine Based Gemini Cationic Surfactants for Oilfield Applications: Effect of Hydrophilicity of Spacer Group,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,4,2020
3264,"2D spatial analysis of the natural fractures in the organic-rich Qusaiba Shale outcrop, NW Saudi Arabia","Babalola, Lamidi",Integrative Petroleum Research Center,0,2020
3271,A theoretical study of gas adsorption on calcite for CO2 enhanced natural gas recovery,"Mahmoud, Mohamed",Integrative Petroleum Research Center,3,2020
3378,Molecular simulation of kerogen-water interaction: Theoretical insights into maturity,"Abdel-Azeim, Safwat",Integrative Petroleum Research Center,2,2020
3378,Molecular simulation of kerogen-water interaction: Theoretical insights into maturity,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,2,2020
3382,Revisiting OPLS-AA Force Field for the Simulation of Anionic Surfactants in Concentrated Electrolyte Solutions,"Abdel-Azeim, Safwat",Integrative Petroleum Research Center,1,2020
3400,Photophysical and photocatalytic properties of structurally modified UiO-66,"Abdel-Azeim, Safwat",Integrative Petroleum Research Center,0,2020
3416,Influence of pore structure on the properties of green concrete derived from natural pozzolan and nanosilica,"Hussaini, Syed Rizwanullah",Integrative Petroleum Research Center,1,2020
3418,The kinetic Shakhov-Enskog model for non-equilibrium flow of dense gases,"Li, Jun",Integrative Petroleum Research Center,0,2020
3441,Effect of perlite particles on the filtration properties of high-density barite weighted water-based drilling fluid,"Adebayo, Abdulrauf Rasheed",Integrative Petroleum Research Center,5,2020
3515,Synthesis of Novel Copolymer based on N-Vinyl caprolactam and Acrylamide Monomers for High Temperature Drilling Applications,"Ahmad, Hafiz Mudaser",Integrative Petroleum Research Center,0,2020
3515,Synthesis of Novel Copolymer based on N-Vinyl caprolactam and Acrylamide Monomers for High Temperature Drilling Applications,"Al-Harthi, Mamdouh A.",Integrative Petroleum Research Center,0,2020
3516,Synthesis of Novel Polymer Nanocomposite for Water-based Drilling Fluids,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
3516,Synthesis of Novel Polymer Nanocomposite for Water-based Drilling Fluids,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,0,2020
3517,Impact of Spacer on Rheological Properties of Polyoxyethylene Cationic Surfactant-Polymer Solution,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,0,2020
3517,Impact of Spacer on Rheological Properties of Polyoxyethylene Cationic Surfactant-Polymer Solution,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,0,2020
3517,Impact of Spacer on Rheological Properties of Polyoxyethylene Cationic Surfactant-Polymer Solution,"Fogang, Lionel Talley",Integrative Petroleum Research Center,0,2020
3517,Impact of Spacer on Rheological Properties of Polyoxyethylene Cationic Surfactant-Polymer Solution,"Mahboob, Ahmad",Integrative Petroleum Research Center,0,2020
3517,Impact of Spacer on Rheological Properties of Polyoxyethylene Cationic Surfactant-Polymer Solution,"Zafar, Sarmad",Integrative Petroleum Research Center,0,2020
3576,Effective Pore Fluid Bulk Modulus at Patchy Saturation: An Analytic Study,"Dvorkin, Jack",Integrative Petroleum Research Center,1,2020
3577,Deformation of Granular Aggregates: Static and Dynamic Bulk Moduli,"Dvorkin, Jack",Integrative Petroleum Research Center,1,2020
3643,Subcycle Nonlinear Response of Doped 4H Silicon Carbide Revealed by Two-Dimensional Terahertz Spectroscopy,"Norrman, Kion",Integrative Petroleum Research Center,1,2020
3646,A Review on Wettability Alteration in Carbonate Rocks: Wettability Modifiers,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,7,2020
3646,A Review on Wettability Alteration in Carbonate Rocks: Wettability Modifiers,"Hussain, S. M. Shakil",Integrative Petroleum Research Center,7,2020
3646,A Review on Wettability Alteration in Carbonate Rocks: Wettability Modifiers,"Zhou, Xianmin",Integrative Petroleum Research Center,7,2020
3647,A New Method To Evaluate Reaction Kinetics of Acids with Carbonate Rocks Using NMR Diffusion Measurements,"Kamal, Muhammad Shahzad",Integrative Petroleum Research Center,1,2020
2032,Enhancement of photocatalytic potential and recoverability of Fe3O4 nanoparticles by decorating over monoclinic zirconia,"Khan, Ibrahim",Integrative Petroleum Research Center,0,2020
2778,Design and synthesis of two new terbium and europium complex-based luminescent probes for the selective detection of zinc ions,"Abdel-Azeim, Safwat",Integrative Petroleum Research Center,0,2020
3746,Transport of reservoir nanoagents into dead pores under phoretic drivers,"Kanj, Mazen",Integrative Petroleum Research Center,0,2018
1263,Performance Evaluation of Fly Ash as a Potential Demulsifier for Water-in-Crude-Oil Emulsion Stabilized by Asphaltenes,"Adewunmi, Ahmad A.",Integrative Petroleum Research Center,0,2019
1402,Velocity-porosity-mineralogy trends in chalk and consolidated carbonate rocks,"Dvorkin, Jack",Integrative Petroleum Research Center,1,2019
1608,Excited-State Topology Modifications of the Dihydroazulene Photoswitch Through Aromaticity,"Solling, T. I.",Integrative Petroleum Research Center,4,2019
2244,A comprehensive study of surfactant foaming stability using fluorinated and hydrocarbon surfactants.,"Kamal, Muhammad S.",Integrative Petroleum Research Center,0,2020
2534,Trade versus riba in the Qur'an with a critique of the role of bank-saving,"Hassan, Abul",Islamic Banking and Finance Research Excellence Center,0,2018
3944,Bank loan announcements and religious investors: Empirical evidence from Saudi Arabia,"Almansour, Abdullah",Islamic Banking and Finance Research Excellence Center,0,2018
3944,Bank loan announcements and religious investors: Empirical evidence from Saudi Arabia,"Almansour, Abdullah",Islamic Banking and Finance Research Excellence Center,0,2018
1136,Muslim investors and the capital market: The role of religious scholars,"Almansour, Abdullah",Islamic Banking and Finance Research Excellence Center,0,2019
3420,Performance measurement of Islamic mutual funds using DEA method,"Hassan, Abul",Islamic Banking and Finance Research Excellence Center,0,2020
1136,Muslim investors and the capital market: The role of religious scholars,"Almansour, Abdullah",Islamic Banking and Finance Research Excellence Center,0,2019
200,Current Status of the Degradation of Aliphatic and Aromatic Petroleum Hydrocarbons by Thermophilic Microbes and Future Perspectives,"Nzila, Alexis",Life Sciences Department,4,2018
205,Biosynthesis of Metal Nanoparticles via Microbial Enzymes: A Mechanistic Approach,"Ahmad, Irshad",Life Sciences Department,39,2018
222,Naphthalene and pyrene degradation by novel bacterial strains isolated from an oil-polluted site in the Arabian Gulf,Assad Al-Thukair,Life Sciences Department,0,2018
251,"Combining GIS application and climatic factors CrossMark for mosquito control in Eastern Province, Saudi Arabia",Assad Al-Thukair,Life Sciences Department,5,2018
373,Phyto-Therapeutic and Nanomedicinal Approaches to Cure Alzheimer's Disease: Present Status and Future Opportunities,"Ahmad, Irshad",Life Sciences Department,26,2018
443,Photo-catalytic deactivation of hazardous sulfate reducing bacteria using palladium nanoparticles decorated silicon carbide: A comparative study with pure silicon carbide nanoparticles,"Khalil, A. B.",Life Sciences Department,4,2018
2538,Insights into Brevibacillus borstelensis AK1 through Whole Genome Sequencing: A Thermophilic Bacterium Isolated from a Hot Spring in Saudi Arabia,"Khalil, Amjad B.",Life Sciences Department,3,2018
2624,Novel Anoxybacillus flavithermus AK1: A Thermophile Isolated from a Hot Spring in Saudi Arabia,"Khalil, Amjad B.",Life Sciences Department,2,2018
2658,Bifunctional CuO/TiO2 nanocomposite as nanofiller for improved corrosion resistance and antibacterial protection,"Saravanan, S.",Life Sciences Department,18,2018
3672,"Phytoremediation of cadmium-, lead- and nickel-contaminated water by Phragmites australis in hydroponic systems","Khalil, Amjad B.",Life Sciences Department,26,2018
3769,"Biodegradation of high-molecular-weight polycyclic aromatic hydrocarbons under anaerobic conditions: Overview of studies, proposed pathways and future perspectives","Nzila, Alexis",Life Sciences Department,32,2018
3803,Role of plant phytochemicals and microbial enzymes in biosynthesis of metallic nanoparticles,"Ahmad, Irshad",Life Sciences Department,42,2018
3871,How to calculate thermostability of enzymes using a simple approach,"Siddiqui, Khawar Sohail",Life Sciences Department,2,2018
3941,Novel Insights from Comparative In Silico Analysis of Green Microalgal Cellulases,"Ahmad, Irshad",Life Sciences Department,3,2018
3941,Novel Insights from Comparative In Silico Analysis of Green Microalgal Cellulases,"Siddiqui, Khawar Sohail",Life Sciences Department,3,2018
3943,"Production of Plant Secondary Metabolites: Examples, Tips and Suggestions for Biotechnologists","Siddiqui, Khawar Sohail",Life Sciences Department,38,2018
4029,Multifunctional theranostic applications of biocompatible green-synthesized colloidal nanoparticles,"Ahmad, Irshad",Life Sciences Department,37,2018
4033,"Pyrene biodegradation and proteomic analysis in Achromobacter xylosoxidans, PY4 strain","Nzila, Alexis",Life Sciences Department,16,2018
4033,"Pyrene biodegradation and proteomic analysis in Achromobacter xylosoxidans, PY4 strain","Sankara, Saravanan",Life Sciences Department,16,2018
4067,Wound healing applications of biogenic colloidal silver and gold nanoparticles: recent trends and future prospects,"Ahmad, Irshad",Life Sciences Department,27,2018
4565,"Synthesis, Characterization and Applications of Magnetic Iron Oxide Nanostructures","Khalil, Amjad B.",Life Sciences Department,8,2018
4565,"Synthesis, Characterization and Applications of Magnetic Iron Oxide Nanostructures","Khanday, Firdous",Life Sciences Department,8,2018
4565,"Synthesis, Characterization and Applications of Magnetic Iron Oxide Nanostructures","Siddiqui, Khawar Sohail",Life Sciences Department,8,2018
131,"Overweight and Obesity Prevalence Pattern and Associated Risk Factors Among the People of Malakand Division, Khyber Pakhtunkhwa Pakistan","Ahmad, Irshad",Life Sciences Department,1,2019
622,Identification of the laccase-like multicopper oxidase gene family of sweet cherry (Prunus avium L.) and expression analysis in six ancient Tuscan varieties,"Siddiqui, Khawar Sohail",Life Sciences Department,4,2019
1150,"Genomic comparison of anoxybacillus flavithermus AK1, a thermophilic bacteria, with other strains","Khalil, Amjad B.",Life Sciences Department,0,2019
1211,Characterisation and microbial community analysis of lipid utilising microorganisms for biogas formation,"Nzila, Alexis",Life Sciences Department,0,2019
1211,Characterisation and microbial community analysis of lipid utilising microorganisms for biogas formation,"Sankara, Saravanan",Life Sciences Department,0,2019
1390,Identification of the aquaporin gene family in Cannabis sativa and evidence for the accumulation of silicon in its tissues,"Siddiqui, Khawar Sohail",Life Sciences Department,6,2019
1915,Trackable CEMB-Klean Cotton Transgenic Technology: Afforadable Climate Neutral Agri-biotech Industrialization for Developing Countries,"Ahmad, Irshad",Life Sciences Department,0,2019
1936,Assessment of the Risk Associated with E. coil Bacterial Intrusion in Drinking Water Distribution Networks,"Khalil, Amjad B.",Life Sciences Department,0,2019
1945,"Site-directed chemically-modified magnetic enzymes: fabrication, improvements, biotechnological applications and future prospects","Khanday, Firdous",Life Sciences Department,3,2019
1945,"Site-directed chemically-modified magnetic enzymes: fabrication, improvements, biotechnological applications and future prospects","Khalil, Amjad B.",Life Sciences Department,3,2019
1945,"Site-directed chemically-modified magnetic enzymes: fabrication, improvements, biotechnological applications and future prospects","Siddiqui, Khawar Sohail",Life Sciences Department,3,2019
1950,PEDOT/FHA nanocomposite coatings on newly developed Ti-Nb-Zr implants: Biocompatibility and surface protection against corrosion and bacterial infections,"Saravanan, S.",Life Sciences Department,14,2019
1991,Tuscan Varieties of Sweet Cherry Are Rich Sources of Ursolic and Oleanolic Acid: Protein Modeling Coupled to Targeted Gene Expression and Metabolite Analyses,"Hoque, Mubasher Zahir",Life Sciences Department,4,2019
1991,Tuscan Varieties of Sweet Cherry Are Rich Sources of Ursolic and Oleanolic Acid: Protein Modeling Coupled to Targeted Gene Expression and Metabolite Analyses,"Siddiqui, Khawar Sohail",Life Sciences Department,4,2019
2332,Preparation and characterization of Pectin/Polypyrrole based multifunctional coatings on TiNbZr alloy for orthopaedic applicationse,"Saravanan, S.",Life Sciences Department,0,2020
2428,"Mechanical, biocorrosion, and antibacterial properties of nanocrystalline TiN coating for orthopedic applications","Saravanan, S.",Life Sciences Department,1,2020
2674,Latest Developed Strategies to Minimize the Off-Target Effects in CRISPR-Cas-Mediated Genome Editing,"Naeem, Muhammad",Life Sciences Department,0,2020
2674,Latest Developed Strategies to Minimize the Off-Target Effects in CRISPR-Cas-Mediated Genome Editing,"Hoque, Mubasher Zahir",Life Sciences Department,0,2020
2674,Latest Developed Strategies to Minimize the Off-Target Effects in CRISPR-Cas-Mediated Genome Editing,"Ahmad, Irshad",Life Sciences Department,0,2020
3040,"Persicaria hydropiper (L.) Delarbre: A review on traditional uses, bioactive chemical constituents and pharmacological and toxicological activities","Ahmad, Irshad",Life Sciences Department,1,2020
3046,Isolation of indigenous microalgae: nitrogen/phosphorous removal and biofuel production,Assad Al-Thukair,Life Sciences Department,3,2020
3046,Isolation of indigenous microalgae: nitrogen/phosphorous removal and biofuel production,"Ahmad, Irshad",Life Sciences Department,3,2020
3056,Recent advances in the analysis of nanoparticle-protein coronas,"Ahmad, Irshad",Life Sciences Department,0,2020
3076,Preparation of Silver/Chitosan Nanofluids Using Selected Plant Extracts: Characterization and Antimicrobial Studies against Gram-Positive and Gram-Negative Bacteria,"Nzila, Alexis",Life Sciences Department,1,2020
3632,"Assessment of areas environmentally sensitive to oil spills in the western Arabian Gulf, Saudi Arabia, for planning and undertaking an effective response","Khalil, Amjad B.",Life Sciences Department,0,2020
2440,Efficiency of Thermophilic Bacteria in Wastewater Treatment,"Abu Baker, Bassam",Life Sciences Department,0,2020
2440,Efficiency of Thermophilic Bacteria in Wastewater Treatment,"Khalil, Amjad B.",Life Sciences Department,0,2020
