paper,title,author,affiliation,cite,year,collabs
14135,The paradox of the tight spiral pass in American football: A simple resolution,"price, richard h.",Physical Department,1,2020,0
14136,Optogenetic brain neuromodulation by stray magnetic field via flash-enhanced magneto-mechano-triboelectric nanogenerator,"lee, han eol",Mechanical Engineering Department,2,2020,0
14137,Expanding the parameter space of the wide-pedestal QH-mode towards ITER conditions,"ernst, d.",Mechanical Engineering Department,0,2020,0
14138,Characterization of disruption halo current between 'W-Like' graphite divertor and 'ITER-Like' divertor structure on EAST tokamak,"granetz, r. s.",Plasma Science & Fusion Center,0,2020,0
14139,"K3 CATEGORIES, ONE-CYCLES ON CUBIC FOURFOLDS, AND THE BEAUVILLE-VOISIN FILTRATION","shen, junliang",Mathematics Department,1,2020,0
14141,Effect of cell imprinting on viability and drug susceptibility of breast cancer cells to doxorubicin,"shahriyari, fatemeh",Division Health Science & Technology,0,2020,0
14142,DOES THE EXISTENCE OF TALENTED OUTLIERS HELP IMPROVE TEAM PERFORMANCE? MODELING HETEROGENEOUS PERSONALITIES IN TEAMWORK,"li, tianyi",Earth Atmospheric & Planetary Science Department,0,2020,0
14143,Low-cost and portable MRI,"mcdaniel, patrick c.",Electrical Engineering & Computer Science Department,2,2020,0
14144,Therapeutic Vaccines for the Treatment of HIV,"julg, boris",Ragon Institute,0,2020,0
14145,"Online Developmental Science to Foster Innovation, Access, and Impact","scott, kimberly",Brain & Cognitive Science Department,1,2020,0
14146,2-D ULTRASOUND SHEAR WAVE ELASTOGRAPHY WITH MULTI-SPHERE-SOURCE EXTERNAL MECHANICAL VIBRATION: PRELIMINARY PHANTOM RESULTS,"yang, heng",Brain & Cognitive Science Department,0,2020,0
14147,Design of a V-Ti-Ni alloy with superelastic nano-precipitates,"zhang, j. -l.",Material Science & Engineering Department,0,2020,0
14148,Methodology for pH measurement in high alkali cementitious systems,"traynor, brian",Material Science & Engineering Department,0,2020,0
14149,Physics-informed multi-LSTM networks for metamodeling of nonlinear structures,"sun, hao",Civil & Environmental Engineering Department,0,2020,0
14150,"A family of symmetric, optimized quadrature rules for pentatopes","frontin, cory v.",Aeronautics & Astronaut Department,1,2020,0
14155,"First Report of Bilateral External Auditory Canal Cochlin Aggregates (Cochlinomas) with Multifocal Amyloid-Like Deposits, Associated with Sensorineural Hearing Loss and a Novel Genetic Variant inCOCHEncoding Cochlin","morton, cynthia c.",Broad Institute,0,2020,0
14157,Cerebellar contributions to rapid semantic processing in reading,"d'mello, anila m.",Mcgovern Institute Brain Research Center,0,2020,1
14158,Real orientations of Lubin-Tate spectra,"hahn, jeremy",Mathematics Department,0,2020,0
14160,Thin film deposition techniques for polymeric membranes- A review,"mcbride, samantha a.",Mechanical Engineering Department,0,2020,0
14161,On Derivation of the Poisson-Boltzmann Equation,"chenn, ilias",Mathematics Department,0,2020,0
14164,Infant FreeSurfer: An automated segmentation and surface extraction pipeline for T1-weighted neuroimaging data of infants 0-2 years,"iglesias, juan eugenio",Computer Science & Artificial Intelligence Lab,0,2020,0
14165,Vasopressin Administration Is Associated With Rising Serum Lactate Levels in Patients With Sepsis,"severson, kristen a.",Chemical Engineering Department,1,2020,1
14167,A High-Frequency Power Factor Correction Stage With Low Output Voltage,"perreault, david j.",Electrical Engineering & Computer Science Department,0,2020,0
14168,Space Objects Classification via Light-Curve Measurements Using Deep Convolutional Neural Networks,"linares, richard",Electrical Engineering & Computer Science Department,0,2020,0
14169,Estimating technology performance improvement rates by mining patent data,"triulzi, giorgio",Institute Data Systems & Society,0,2020,2
14171,Accuracy of cardiac ablation catheter guidance by means of a single equivalent moving dipole inverse algorithm to identify sites of origin of cardiac electrical activation,"lv, wener",Mechanical Engineering Department,0,2020,4
14172,Polymer rheology predictions from first principles using the slip-link model,"andreev, marat",Chemical Engineering Department,0,2020,0
14173,Database of Embodied Quantity Outputs: Lowering Material Impacts Through Engineering,"ochsendorf, john",Chemical Engineering Department,0,2020,0
14174,Field Mapping: What Is the Media of Media Studies?(1),"parks, lisa",Chemical Engineering Department,0,2020,0
14175,"An evolving plasticity model considering anisotropy, thermal softening and dynamic strain aging","lian, junhe",Mechanical Engineering Department,0,2020,0
14176,Using neural networks to represent von Mises plasticity with isotropic hardening,"zhang, annan",Mechanical Engineering Department,1,2020,0
14177,Catalytically mediated epitaxy of 3D semiconductors on van der Waals substrates,"reidy, kate",Material Science & Engineering Department,0,2020,0
14178,Testing of CO2 on-orbit fill/refill for the upgraded tracker thermal pump system in the Alpha Magnetic Spectrometer,"zhang, z.",Material Science & Engineering Department,0,2020,0
14179,A separation theorem for joint sensor and actuator scheduling with guaranteed performance bounds,"jadbabaie, ali",Institute Data Systems & Society,0,2020,0
14180,Poisson brackets in Kontsevich's Lie World,"naef, florian",Mathematics Department,0,2020,0
14181,WEIGHTED ENUMERATION OF BRUHAT CHAINS IN THE SYMMETRIC GROUP,"gaetz, christian",Mathematics Department,1,2020,0
14182,Reappraisal of purported ca. 3.7 Ga stromatolites from the Isua Supracrustal Belt (West Greenland) from detailed chemical and structural analysis,"nichols, claire i. o.",Earth Atmospheric & Planetary Science Department,2,2020,0
14184,Hard-magnetic elastica,"wang, liu",Mechanical Engineering Department,1,2020,1
14185,Simplified vehicle-bridge interaction for medium to long-span bridges subject to random traffic load,"matarazzo, thomas j.",Senseable City Lab,0,2020,0
14186,The economic end of life of electrochemical energy storage,"he, guannan",Senseable City Lab,0,2020,0
14187,Molar-volume asymmetry enabled low-frequency mechanical energy harvesting in electrochemical cells,"xue, weijiang",Nuclear Science & Engineering Department,1,2020,1
14188,In vitro crevice corrosion of biodegradable magnesium in different solutions,"ni, jiahua",Mechanical Engineering Department,0,2020,0
14192,Uncertainty analysis of an activity-based microsimulation model for Singapore,"basak, kakali",Singaporemit  Alliance Research & Technology,4,2020,1
14193,Techno-economic analysis of multi-stage ion concentration polarization with recirculation for treatment of oil produced water,"al-anzi, bader",Mechanical Engineering Department,0,2020,2
14194,What can online prices teach us about exchange rate pass-through?,"rigobon, roberto",Biological Engineering Department,0,2020,0
14195,Atmospheric boundary layer turbulence structure for severe foggy haze episodes in north China in December 2016,"gao, chloe y.",Civil & Environmental Engineering Department,0,2020,0
14197,Spatial modeling of a second-use strategy for electric vehicle batteries to improve disaster resilience and circular economy,"moore, elizabeth a.",Civil & Environmental Engineering Department,1,2020,0
14198,Mechanical response of cortical bone in compression and tension at the mineralized fibrillar level in steroid induced osteoporosis,"wu, wenwang",Mechanical Engineering Department,0,2020,0
14201,Fully synthetic matrices for in vitro culture of primary human intestinal enteroids and endometrial organoids,"hernandez-gordillo, victor",Gynepathol Research Lab,3,2020,1
14202,Transient wave propagation in inhomogeneous media with enriched overlapping triangular elements,"chai, yingbin",Mechanical Engineering Department,3,2020,0
14203,Digital Dual-Input Doherty Configuration for Ultrawideband Application,"wang, jinchen",Electrical Engineering & Computer Science Department,1,2020,0
14204,Homopolar Bearingless Slice Motor With Flux-Biasing Halbach Arrays,"trumper, david l.",Mechanical Engineering Department,0,2020,0
14205,Indecomposable objects of (Rep)under-bar(GL(t)) in terms of exterior powers of the tautological object and its dual,"ryba, christopher",Mathematics Department,0,2020,0
14206,Kernel dependence analysis and graph structure morphing for novelty detection with high-dimensional small size data set,"mohammadi-ghazi, reza",Civil & Environmental Engineering Department,0,2020,0
14207,Phase-selection algorithms to minimize cost and imbalance in US synthetic distribution systems,"duenas, pablo",Civil & Environmental Engineering Department,0,2020,0
14209,"Active vision in immersive, 360 degrees real-world environments","mentch, jeff",Mcgovern Institute Brain Research Center,0,2020,0
14211,Deep residual learning for low-order wavefront sensing in high-contrast imaging systems,"allan, gregory",Aeronautics & Astronaut Department,0,2020,3
14212,Prospects for fundamental physics with LISA,"hughes, scott a.",Kavli Astrophysics & Space Science Institute,6,2020,1
14214,Time scales for nonlinear processes in preheating after multifield inflation with nonminimal couplings,"kaiser, david, i",Physical Department,0,2020,0
14215,Anharmonicity and Universal Response of Linear Carbon Chain Mechanical Properties under Hydrostatic Pressure,"martins, luiz g. p.",Physical Department,0,2020,1
14216,Dual CD4-based CAR T cells with distinct costimulatory domains mitigate HIV pathogenesis in vivo,"claiborne, daniel t.",Ragon Institute,2,2020,0
14219,Fitting a naturally scaled point system to the ACMG/AMP variant classification guidelines,"harrison, steven m.",Broad Institute,1,2020,0
14220,Efficient gene-environment interaction tests for large biobank-scale sequencing studies,"manning, alisa",Broad Institute,0,2020,0
14222,A conditional mouse expressing an activating mutation inNRF2displays hyperplasia of the upper gastrointestinal tract and decreased white adipose tissue,"muvlaney, kathleen m.",Broad Institute,2,2020,0
14223,Intravascular Polarimetry: Clinical Translation and Future Applications of Catheter-Based Polarization Sensitive Optical Frequency Domain Imaging,"bouma, brett e.",Medicine Engineering & Science Institute,0,2020,0
14224,Hydrocarbon Diffusion in Mesoporous Carbon Materials: Implications for Unconventional Gas Recovery,"magnin, yann",Multiscale Material Science For Energy And Environment Lab,0,2020,0
14225,Computational social science: Obstacles and opportunities,"pentland, alex",Multiscale Material Science For Energy And Environment Lab,1,2020,0
14226,Diverse enzymatic activities mediate antiviral immunity in prokaryotes,"gao, linyi",Broad Institute,3,2020,3
14227,Structural basis of a shared antibody response to SARS-CoV-2,"burton, dennis r.",Ragon Institute,8,2020,0
14228,Clinical sensitivity and interpretation of PCR and serological COVID-19 diagnostics for patients presenting to the hospital,"feldman, jared",Ragon Institute,0,2020,0
14229,Preparation of high orbital angular momentum Rydberg states by optical-millimeter-wave STIRAP,"barnum, t. j.",Chemical Department,0,2020,0
14230,Deterministic Generation of Large Fock States,"solano, p.",Physical Department,1,2020,1
14231,Nanoemulsion-Loaded Capsules for Controlled Delivery of Lipophilic Active Ingredients,"chen, liang-hsun",Chemical Engineering Department,0,2020,0
14232,Recent progress in carbon-based materials for supercapacitor electrodes: a review,"zhang, lin",Media Lab,0,2021,0
14234,Ultrathin Conformal oCVD PEDOT Coatings on Carbon Electrodes Enable Improved Performance of Redox Flow Batteries,"gharahcheshmeh, meysam heydari",Chemical Engineering Department,0,2020,1
14235,"PODPAC: open-source Python software for enabling harmonized, plug-and-play processing of disparate earth observation data sets and seamless transition onto the serverless cloud by earth scientists","entekhabi, dara",Material Science & Engineering Department,0,2020,0
14236,Decomplexation as a rate limitation in the thiol-Michael addition ofN-acrylamides,"brown, joseph s.",Chemical Department,0,2020,0
14238,Quantum maximin surfaces,"akers, chris",Theoretical Physical Lab,1,2020,0
14239,Current and Future Roles of Artificial Intelligence in Medicinal Chemistry Synthesis,"struble, thomas j.",Chemical Engineering Department,1,2020,1
14240,Multiplexed single-cell transcriptional response profiling to define cancer vulnerabilities and therapeutic mechanism of action,"mcfarland, james m.",Broad Institute,1,2020,1
14241,Anthropogenic Impacts on Atmospheric Carbonyl Sulfide Since the 19th Century Inferred From Polar Firn Air and Ice Core Measurements,"britten, g. l.",Earth Atmospheric & Planetary Science Department,0,2020,0
14242,Corona Discharge in Wind for Electrically Isolated Electrodes,"guerra-garcia, c.",Aeronautics & Astronaut Department,0,2020,0
14243,Soul and machine (learning),"hauser, john r.",Aeronautics & Astronaut Department,0,2020,0
14245,When quantum physics met psychiatry,"ananthaswamy, anil",Aeronautics & Astronaut Department,0,2020,0
14246,A conceptual advance that gives microrobots legs,"brooks, allan m.",Chemical Engineering Department,0,2020,0
14247,Impact of ionizing radiation on superconducting qubit coherence,"vepsalainen, antti p.",Chemical Engineering Department,4,2020,1
14248,Heterotypic cell-cell communication regulates glandular stem cell multipotency,"sahay, amar",Broad Institute,1,2020,0
14249,Handling the COVID-19 crisis: Toward an agile model-based systems approach,"de weck, olivier",Institute Data Systems & Society,0,2020,0
14252,Controlled Movement of Complex Double Emulsions via Interfacially Confined Magnetic Nanoparticles,"zentner, cassandra",Chemical Department,0,2020,0
14253,Enhancing intracellular accumulation and target engagement of PROTACs with reversible covalent chemistry,"lin, xingcheng",Chemical Department,0,2020,0
14254,Unfinished business after five decades of ozone-layer science and policy,"solomon, susan",Earth Atmospheric & Planetary Science Department,0,2020,0
14255,MOF-Based Membranes for Gas Separations,"qian, qihui",Chemical Engineering Department,3,2020,1
14256,Electrically Conductive Metal-Organic Frameworks,"xie, lilia s.",Chemical Department,36,2020,0
14257,Pressure based MRI-compatible muscle fascicle length and joint angle estimation,"song, hyungeun",Media Lab,0,2020,2
14258,Coordinated crawling via reinforcement learning,"van rees, wim m.",Mechanical Engineering Department,0,2020,0
14260,Predictive modelling of thrombus formation in diabetic retinal microaneurysms,"papageorgiou, dimitrios p.",Material Science & Engineering Department,0,2020,0
14261,"Z/m-GRADED LIE ALGEBRAS AND PERVERSE SHEAVES, IV","lusztig, g.",Mathematics Department,0,2020,0
14262,PARTIAL FLAG MANIFOLDS OVER A SEMIFIELD,"lusztig, g.",Mathematics Department,0,2020,0
14263,Functionally uncoupled transcription-translation inBacillus subtilis,"johnson, grace e.",Biological Department,3,2020,1
14264,Growth-Optimized Aminoacyl-tRNA Synthetase Levels Prevent Maximal tRNA Charging,"parker, darren j.",Biological Department,1,2020,1
14265,Computationally Optimized SARS-CoV-2 MHC Class I and II Vaccine Formulations Predicted to Target Human Haplotype Distributions,"liu, ge",Computer Science & Artificial Intelligence Lab,1,2020,1
14266,Translation Initiation Site Profiling Reveals Widespread Synthesis of Non-AUG-Initiated Protein Isoforms in Yeast,"jungreis, irwin",Computer Science & Artificial Intelligence Lab,2,2020,1
14269,A second X chromosome contributes to resilience in a mouse model of Alzheimer's disease,"white, charles c.",Broad Institute,0,2020,0
14270,Gastrointestinal synthetic epithelial linings,"li, junwei",Chemical Engineering Department,0,2020,3
14271,Effects of the Brookite Phase on the Properties of Different Nanostructured TiO(2)Phases Photocatalytically Active Towards the Degradation of N-Phenylurea,"freyria, francesca s.",Chemical Department,0,2020,0
14272,"Population-scale longitudinal mapping of COVID-19 symptoms, behaviour and testing","allen, william e.",Broad Institute,0,2020,3
14273,Proof of critical speed of high-speed rail underlain by stratified media,"kausel, eduardo",Civil & Environmental Engineering Department,0,2020,0
14274,"Compact, magnetically actuated, additively manufactured pumps for liquids and gases","reyes, javier izquierdo",Microsystems Technology Labs,0,2020,0
14275,A field-based quantitative analysis of sublethal effects of air pollution on pollinators,"mullen, susan",Microsystems Technology Labs,2,2020,0
14276,Abiotic redox reactions in hydrothermal mixing zones: Decreased energy availability for the subsurface biosphere,"ono, shuhei",Earth Atmospheric & Planetary Science Department,0,2020,0
14277,Thermo-Optic Multistability and Relaxation in Silicon Microring Resonators with Lateral Diodes,"gray, dodd",Electrical Research Lab,0,2020,0
14278,"Opportunities, Barriers, and a Strategy for Overcoming Translational Challenges to Therapeutic Nucleic Acid Nanotechnology","bathe, mark",Biological Engineering Department,1,2020,0
14279,Delivery of Tissue-Targeted Scalpels: Opportunities and Challenges for In Vivo CRISPR/Cas-Based Genome Editing,"anderson, daniel g.",Chemical Engineering Department,0,2020,0
14280,Tough and Strong: Cross-Lamella Design Imparts Multifunctionality to Biomimetic Nacre,"raut, hemant kumar",Material Science & Engineering Department,0,2020,0
14281,Potassium Nickel Iron Hexacyanoferrate as Ultra-Long-Life Cathode Material for Potassium-Ion Batteries with High Energy Density,"yang, jing",Chemical Engineering Department,0,2020,0
14282,Microenvironment-Controlled Micropatterned Microfluidic Model (MMMM) for Biomimetic In Situ Studies,"zhang, xingcai",Chemical Engineering Department,0,2020,0
14283,A Fiber Optic Interface Coupled to Nanosensors: Applications to Protein Aggregation and Organic Molecule Quantification,"kozawa, daichi",Chemical Engineering Department,0,2020,0
14284,Laser-Induced Tar-Mediated Sintering of Metals and Refractory Carbides in Air,"zang, xining",Material Science & Engineering Department,0,2020,1
14285,"Interfacial Instability-Driven Morphological Transition of Prolate Block Copolymer Particles: Striped Football, Larva to Sphere","ku, kang hee",Chemical Department,1,2020,0
14290,Transite: A Computational Motif-Based Analysis Platform That Identifies RNA-Binding Proteins Modulating Changes in Gene Expression,"krismer, konstantin",Computer Science & Artificial Intelligence Lab,0,2020,6
14291,A Single Human V-H-gene Allows for a Broad-Spectrum Antibody Response Targeting Bacterial Lipopolysaccharides in the Blood,"sangesland, maya",Ragon Institute,0,2020,3
14292,"Prevalence of co-infections with other sexually transmitted infections in patients newly diagnosed with anogenital warts in Guangzhou, China","tso, lai s.",Broad Institute,0,2020,0
14296,"Tidal diffraction by a small island or cape, and tidal power from a coastal barrier","mei, chiang c.",Civil & Environmental Engineering Department,0,2020,0
14297,Gas exfoliation of graphitic carbon nitride to improve the photocatalytic hydrogen evolution of metal-free 2D/2D g-C3N4/graphdiyne heterojunction,"si, huayan",Electrical Research Lab,1,2020,0
14298,Hotspot parameter scaling with velocity and yield for high-adiabat layered implosions at the National Ignition Facility,"johnson, m. gatu",Electrical Research Lab,0,2020,0
14299,"Integration ofpostmortemamygdala expression profiling, GWAS, and functional cell culture assays: neuroticism-associated synaptic vesicle glycoprotein 2A (SV2A) gene is regulated by miR-133a and miR-218","koller, antonius",Koch Institute,0,2020,0
14300,Communication-Redox Behavior of Cu2S in Li2S-Dissolving Aprotic Electrolyte for Sulfide-Ion Batteries,"allanore, antoine",Material Science & Engineering Department,0,2020,0
14301,Kinetic Rejuvenation of Li-Rich Li-Ion Battery Cathodes upon Oxygen Redox,"lee, jinhyuk",Nuclear Science & Engineering Department,0,2020,2
14302,Uncertainty Quantification Using Neural Networks for Molecular Property Prediction,"hirschfeld, lior",Computer Science & Artificial Intelligence Lab,0,2020,1
14303,Enhancing the Electrocatalytic Activity of Redox Stable Perovskite Fuel Electrodes in Solid Oxide Cells by Atomic Layer-Deposited Pt Nanoparticles,"kyriakou, vasileios",Nuclear Science & Engineering Department,0,2020,0
14304,TRAPPIST-1: Global results of the Spitzer Exploration Science Program Red Worlds,"gunther, m. n.",Physical Department,2,2020,2
14305,Beth Levine (1960-2020) Obituary,"xavier, ramnik j.",Broad Institute,0,2020,0
14306,Determinants of Endoplasmic Reticulum-to-Lipid Droplet Protein Targeting,"farese, robert v., jr.",Broad Institute,1,2020,0
14307,Operando decoding of chemical and thermal events in commercial Na(Li)-ion cells via optical sensors,"gallant, betar m.",Mechanical Engineering Department,0,2020,0
14308,Dynamic incorporation of multiple in silico functional annotations empowers rare variant association analysis of large whole-genome sequencing studies at scale,"pampana, akhil",Broad Institute,0,2020,0
14309,Natural-mixing guided design of refractory high-entropy alloys with as-cast tensile ductility,"wei, shaolou",Material Science & Engineering Department,1,2020,1
14311,Pushing and Pulling on Ropes: Hierarchical Woven Materials,"portela, carlos m.",Mechanical Engineering Department,0,2020,0
14313,The road ahead in genetics and genomics,"gabriel, stacey b.",Broad Institute,1,2020,0
14314,GW190412: Observation of a binary-black-hole coalescence with asymmetric masses,"barsotti, l.",Broad Institute,20,2020,0
14315,Enhancing the Injectability of High Concentration Drug Formulations Using Core Annular Flows,"jayaprakash, vishnu",Mechanical Engineering Department,0,2020,0
14316,"High-content, label-free analysis of proplatelet production from megakaryocytes","karhohs, kyle",Broad Institute,0,2020,0
14317,Data from the COVID-19 epidemic in Florida suggest that younger cohorts have been transmitting their infections to less socially mobile older adults,"harris, jeffrey e.",Broad Institute,1,2020,0
14318,Nuclei charge measurement by the Alpha Magnetic Spectrometer silicon tracker,"jia, y.",Broad Institute,0,2020,0
14319,Continuous bioactivity-dependent evolution of an antibiotic biosynthetic pathway,"johnston, chad w.",Medicine Engineering & Science Institute,0,2020,3
14320,The foundation of efficient robot learning,"kaelbling, leslie pack",Computer Science & Artificial Intelligence Lab,0,2020,1
14321,Isolation of potent SARS-CoV-2 neutralizing antibodies and protection from disease in a small animal model,"burton, dennis r.",Ragon Institute,56,2020,0
14322,Activation of Protein Expression in Electroactive Biofilms,"voigt, christopher a.",Biological Engineering Department,0,2020,1
14323,Distributed Implementation of Boolean Functions by Transcriptional Synthetic Circuits,"voigt, christopher a.",Biological Engineering Department,0,2020,0
14324,Machine learning Frenkel Hamiltonian parameters to accelerate simulations of exciton dynamics,"farahvash, ardavan",Chemical Department,0,2020,0
14325,Quantifying the non-equilibrium activity of an active colloid,"la, ngoc",Physical Department,0,2020,0
14326,Phonon-mediated dimensional crossover in bilayer CrI3,"fiete, gregory a.",Physical Department,1,2020,0
14327,Elastic sheet-defined functions: Generalising spreadsheet functions to variable-size input arrays,"mccutchen, matt",Physical Department,0,2020,0
14328,Optical imaging of collagen fiber damage to assess thermally injured human skin,"dones, jesus m.",Chemical Department,0,2020,0
14329,How machine learning can help select capping layers to suppress perovskite degradation,"hartono, noor titan putri",Chemical Department,1,2020,0
14330,Polygenic background modifies penetrance of monogenic variants for tier 1 genomic conditions,"fahed, akl c.",Broad Institute,4,2020,1
14331,Obituary Beth Levine (1960-2020),"xavier, ramnik j.",Broad Institute,0,2020,0
14332,Reconstruction of the full transmission dynamics of COVID-19 in Wuhan,"lin, xihong",Broad Institute,13,2020,0
14334,Pulsed Third-Spin-Assisted Recoupling NMR for Obtaining Long-Range C-13-C-13 and N-15-C-13 Distance Restraints,"gelenter, martin d.",Chemical Department,0,2020,0
14335,Collector Droplet Behavior during Formation of Nanowire Junctions,"wang, yanming",Material Science & Engineering Department,0,2020,0
14337,Dynamics of rotated spin states and magnetic ordering with two-component bosonic atoms in optical lattices,"ketterle, wolfgang",Ultracold Atoms Lab,0,2020,1
14338,Role of HLA-DP Expression in Graft-Versus-Host Disease After Unrelated Donor Transplantation,"carrington, m.",Ragon Institute,1,2020,0
14343,Power-Law Scaling in Granular Rheology across Flow Geometries,"kamrin, ken",Mechanical Engineering Department,1,2020,0
14344,A cryogenic silicon interferometer for gravitational-wave detection,"barsotti, l.",Mechanical Engineering Department,4,2020,0
14345,Nitrite oxidation exceeds reduction and fixed nitrogen loss in anoxic Pacific waters,"babbin, andrew r.",Earth Atmospheric & Planetary Science Department,2,2020,0
14346,A robust measure of event isotropy at colliders,"thaler, jesse",Theoretical Physical Lab,1,2020,0
14347,Pronoun interpretation in Mandarin Chinese follows principles of Bayesian inference,"zhan, meilin",Brain & Cognitive Science Department,0,2020,0
14348,Phosphorylation-Inducing Chimeric Small Molecules,"siriwardena, sachini u.",Broad Institute,2,2020,0
14349,Reversible Formation of Alkyl Radicals at [Fe4S4] Clusters and Its Implications for Selectivity in Radical SAM Enzymes,"brown, alexandra c.",Chemical Department,0,2020,0
14350,An [Fe4S4](3+)-Alkyl Cluster Stabilized by an Expanded Scorpionate Ligand,"mcskimming, alex",Chemical Department,0,2020,0
14351,Integrating chemical fuels and artificial muscles for untethered microrobots,"truby, ryan l.",Computer Science & Artificial Intelligence Lab,1,2020,0
14352,Monitoring Neuron Activities and Interactions with Laser Emissions,"weng, wei-hung",Electrical Engineering & Computer Science Department,0,2020,0
14357,Computational Methods for Strain-Level Microbial Detection in Colony and Metagenome Sequencing Data,"anyansi, christine",Broad Institute,0,2020,0
14358,Interdependence and the cost of uncoordinated responses to COVID-19,"holtz, david",Broad Institute,1,2020,1
14359,Optimizing immunization protocols to elicit broadly neutralizing antibodies,"sprenger, kayla g.",Medicine Engineering & Science Institute,1,2020,5
14360,Protein Domain Guided Screen for Sequence Specific and Phosphorothioate-Dependent Restriction Endonucleases,"cao, bo",Biological Engineering Department,0,2020,0
14361,Myocyte-Specific Upregulation of ACE2 in Cardiovascular Disease Implications for SARS-CoV-2-Mediated Myocarditis,"eraslan, goekcen",Broad Institute,2,2020,0
14363,Waste Containment Ponds Are a Major Source of Secondary Organic Aerosol Precursors from Oil Sands Operations,"plata, desiree l.",Civil & Environmental Engineering Department,0,2020,0
14368,Quasi-Newtonian Environmental Scanning Electron Microscopy (QN-ESEM) for Monitoring Material Dynamics in High-Pressure Gaseous Environments,"zhang, lenan",Mechanical Engineering Department,0,2020,0
14370,Periodic Oscillations in Daily Reported Infections and Deaths for Coronavirus Disease 2019,"bukhari, qasim",Mcgovern Institute Brain Research Center,1,2020,2
14372,Local externalization of phosphatidylserine mediates developmental synaptic pruning by microglia,"scott-hewitt, nicole",Broad Institute,6,2020,0
14373,Deployable CRISPR-Cas13a diagnostic tools to detect and report Ebola and Lassa virus cases in real-time,"barnes, kayla g.",Broad Institute,0,2020,2
14374,Enhancing chemotherapy response through augmented synthetic lethality by co-targeting nucleotide excision repair and cell-cycle checkpoints,"kong, yi wen",David H Koch Institute Integrative Cancer Research,0,2020,5
14376,"Socio-economic, built environment, and mobility conditions associated with crime: a study of multiple cities","xu, yanyan",Civil & Environmental Engineering Department,0,2020,0
14377,Atomistic defects as single-photon emitters in atomically thin MoS2,"klein, j.",Material Science & Engineering Department,0,2020,0
14378,Secret-Key Distillation across a Quantum Wiretap Channel under Restricted Eavesdropping,"shapiro, jeffrey h.",Electrical Research Lab,1,2020,0
14383,Creating CRISPR-responsive smart materials for diagnostics and programmable cargo release,"gayet, raphael v.",Biological Engineering Department,0,2020,4
14384,Origin of an Uncommon Multiple-Stroke Positive Cloud-to-Ground Lightning Flash With Different Terminations,"williams, earle",Lincoln Lab,2,2020,0
14385,Basin-Width Dependence of Northern Deep Convection,"youngs, madeleine k.",Earth Atmospheric & Planetary Science Department,0,2020,0
14386,Rare-Earth Metal Ions Doped Graphene Quantum Dots for Near-IR In Vitro/In Vivo/Ex Vivo Imaging Applications,"lin, ching-wei",Koch Institute Integrative Cancer Research,0,2020,2
14388,Blood and Lymph Node Dissemination of Clonal Genome-Intact Human Immunodeficiency Virus 1 DNA Sequences During Suppressive Antiretroviral Therapy,"kuo, hsiao-hsuan",Ragon Institute,1,2020,0
14389,All 2D WSe2/MoS2 heterojunction photodiode and its image sensor application,"kang, ji-hoon",Electrical Research Lab,0,2020,0
14390,Pharmacokinetic Profiles Determine Optimal Combination Treatment Schedules in Computational Models of Drug Resistance,"michor, franziska",Broad Institute,1,2020,0
14391,"Recent Progress, Challenges, and Prospects in Two-Dimensional Photo-Catalyst Materials and Environmental Remediation","khan, kishwar",Electrical Research Lab,0,2020,0
14393,Prognostic Significance of Immune Cell Populations Identified by Machine Learning in Colorectal Cancer Using Routine Hematoxylin and Eosin-Stained Sections,"giannakis, marios",Broad Institute,0,2020,0
14394,Compact and Fabrication-Tolerant Waveguide Bends Based on Quadratic Reflectors,"yu, shaoliang",Material Science & Engineering Department,1,2020,1
14395,The role of doping and microstructure on hydrogen solubility in monoclinic ZrO2: Experimental validations of simulated defect chemistry,"bowman, william j.",Material Science & Engineering Department,0,2020,0
14396,Multiunit nuclear power plant accident scenarios and improvements including those based upon interviews with TEPCO engineers concerning the 2011 Fukushima accidents,"cai, yinan",Nuclear Science & Engineering Department,0,2020,0
14397,Unraveling the complexity of zircons from the 4.0-2.9 Ga Acasta Gneiss Complex,"bauer, ann m.",Earth Atmospheric & Planetary Science Department,1,2020,0
14399,"Effects of dihydro-epi-deoxyarteannuin B on artemisinin biosynthesis, transcriptional profile and associated gene expression in suspension-cultured cells of Artemisia annua","wang, hao-ran",Broad Institute,0,2020,0
14400,Thermal loss analysis and improvements for biomass conversion reactors,"kung, kevin s.",Mechanical Engineering Department,2,2020,1
14401,Ecosystem-scale nutrient cycling responses to increasing air temperatures vary with lake trophic state,"krinos, arianna, i",Biological Engineering Department,1,2020,0
14402,Investigating the response of wave-generated ripples to changes in wave forcing,"perron, j. taylor",Earth Atmospheric & Planetary Science Department,0,2020,0
14404,Nanostructured Pr-doped Ceria (PCO) thin films as sensing electrodes in solid-electrolyte type gas sensors with enhanced toluene sensitivity,"defferriere, thomas",Material Science & Engineering Department,2,2020,0
14405,Modeling the transient response of a fluidized-bed biomass gasifier,"suarez-almeida, m.",Mechanical Engineering Department,0,2020,0
14407,The Anopheles coluzzii microbiome and its interaction with the intracellular parasite Wolbachia,"straub, timothy j.",Broad Institute,0,2020,0
14408,The yeast exoribonuclease Xrn1 and associated factors modulate RNA polymerase II processivity in 5' and 3' gene regions,"yosef, nir",Ragon Institute,0,2020,0
