paper,title,author,affiliation,cite,year,collabs
9126,Designed Patterning of Mesoporous Metal Films Based on Electrochemical Micelle Assembly Combined with Lithographical Techniques,"alsheri, saad m.",Chemistry Department,5,2020,0
9127,Cell-free DNA levels of twins and sibling pairs indicate individuality and possible use as a personalized biomarker,"almubarak, hannah",Biochemistry Department,1,2019,0
9128,Novel optimised highly aligned electrospun PEI-PAN nanofibre mats with excellent wettability,"karim, mohammad rezaul",Excellence Research Engineering Material Center,1,2019,1
9130,Sono-sorption efficiencies and equilibrium removal of triphenylmethane (crystal violet) dye from aqueous solution by activated charcoal,"yakout, sobhy m.",Biochemistry Department,10,2019,1
9131,"Influence of Er,Cr:YSGG Laser Irradiation on the Push-Out Bond Strength of Zirconia and Glass Fiber Posts with Radicular Dentin","alofi, raneem s.",Researchtorat Dental Science Department,1,2019,2
9132,Investigating the Biological Activity of Imidazolium Aurate Salts,"nolan, steven p.",Chemistry Department,1,2019,0
9133,Historical (1700-2012) global multi-model estimates of the fire emissions from the Fire Modeling Intercomparison Project (FireMIP),"andreae, meinrat o.",Geology & Geophysics Department,8,2019,0
9134,Comprehensive Stress-Based De Novo Transcriptome Assembly and Annotation of Guar (Cyamopsis tetragonoloba (L.) Taub.): An Important Industrial and Forage Crop,"al-qurainy, fahad",Botany & Microbiology Department,1,2019,0
9135,Insights into the ecological roles and evolution of methyl-coenzyme M reductase-containing hot spring Archaea,"hozzein, wael n.",Zoology Department,7,2019,0
9136,Enhancement of the performance of bubble absorber using hybrid nanofluid as a cooled absorption system,"saleh, jehad",Chemical Engineering Department,2,2019,0
9137,"Nutritional, immunological and antioxidant defense status of outpatients diagnosed with colorectal cancer ? a case?control study of the little-studied population","alam, ifitikhar",Community Health Science Department,1,2020,0
9138,Comparison of perceived pain and patients' satisfaction with traditional local anesthesia and single tooth anesthesia: A randomized clinical trial,"al-obaida, mohammad, i",Researchtorat Dental Science Department,1,2019,1
9139,Fluctuation of Essential Oil Constituents in Origanum syriacum subsp. sinaicum in Response to Plant Growth Promoting Bacteria,"abd-elgawad, ahmed m.",Plant Production Department,1,2019,0
9140,Treatment of endotoxin-induced uveitis by topical application of cyclosporine a-loaded PolyGel (TM) in rabbit eyes,"alshamsan, aws",Nanobiotechnology Unit,3,2019,1
9141,Quercetin directly inhibits basal ovarian cell functions and their response to the stimulatory action of FSH,"alrezaki, abdulkarem",Zoology Department,3,2019,0
9142,Vaccination status of patients using anti-TNF therapy and the physicians' behavior shaping the phenomenon: Mixed-methods approach,"al-omar, hussain abdulrahman",Clinical Pharmacology Department,0,2019,0
9143,Investigating Triorthogonal Chemoselectivity. Effect of Azide Substitution on the Triazine Core,"el-faham, ayman",Chemistry Department,2,2019,0
9144,"Incidence, Risk Factors and Surgical Outcomes of Cataract among Patients with Uveitis in a University Referral Hospital in Riyadh, Saudi Arabia","albloushi, abdulrahman f.",Ophthalmology Department,4,2019,1
9145,Physical Frailty: ICFSR International Clinical Practice Guidelines for Identification and Management,"reginster, j. -y.",Biochemistry Department,39,2019,0
9146,Loss of SMPD4 Causes a Developmental Disorder Characterized by Microcephaly and Congenital Arthrogryposis,"al ghamdi, malak",Pediatric Department,3,2019,0
9148,A Genetic-Based Extreme Gradient Boosting Model for Detecting Intrusions in Wireless Sensor Networks,"alqahtani, mnahi",Computer Science Department,7,2019,0
9149,Securing Cryptographic Chips against Scan-Based Attacks in Wireless Sensor Network Applications,"al-makhadmeh, zafer",Computer Science Department,0,2019,0
9151,"Colorectal cancer screening with faecal immunochemical testing, sigmoidoscopy or colonoscopy: a clinical practice guideline","almadi, majid",Medical Department,4,2019,0
9152,Facile Synthesis of Mesoporous alpha-Fe2O3@g-C3N4-NCs for Efficient Bifunctional Electro-catalytic Activity (OER/ORR),"alduhaish, osamah",Chemistry Department,9,2019,0
9153,Predation efficiency and preference of lab-reared and field-collected populations of predatory mite Cydnoseius negevi (Acari: Phytoseiidae) on two mite pest species Oligonychus afrasiaticus and Tetranychus urticae (Acari: Tetranychidae),"alatawi, fahad jaber",Plant Protection Department,0,2019,0
9154,Interaction of directive electromagnetic radiation with isotropic plasma-coated PEMC cylinder,"alkanhal, majeed a. s.",Electrical Engineering Department,0,2019,0
9156,"Use of Arthrospira platensis as a Feed Additive to Improve Growth Performance, Feed Utilization, Body Composition, and Immune Response of Nile Tilapia, Oreochromis niloticus","abdel-warith, a-a a.",Zoology Department,0,2019,0
9159,Saudi Family Physicians' Knowledge of Secondary Prevention of Heart Disease: A National Assessment Survey,"alabdulali, fatemah salman",Family Medical Department,1,2019,0
9160,Incidence and Indicators of Suboptimal Response to Tumor Necrosis Factor Antagonist Therapy in Inflammatory Bowel Disease in Newly Industrialized Countries: Results From the EXPLORE Study,"al harbi, othman",Medical Department,0,2019,0
9161,Perioperative use of rho-kinase inhibitors has beneficial effect on corneal endothelium after phacoemulsification,"alkharashi, majed",Ophthalmology Department,0,2019,0
9165,Diabetes and cancer: A comprehensive review,"abudawood, manal",Clinical Lab Science Department,8,2019,0
9166,Supporting QoS requirements provisions on 5G network slices using an efficient priority-based polling technique,"alqahtani, salman ali",Computer Engineering Department,1,2019,0
9168,"Synthesis, Characterization, and Anti-Diabetic Therapeutic Activity of New Vanadyl(II) Complexes with Orotic Acid and Different Amino Acids Mixed Ligands","al-omar, m. a.",Pharmaceutical Chemistry Department,0,2019,0
9169,EXPECTATIONS AND KNOWLEDGE ABOUT ROOT CANAL TREATMENT FROM PATIENTS' PERSPECTIVE,"riyahi, abdullah mahmoud",Researchtorat Dental Science Department,0,2019,0
9170,ERADICATION OF E. FAECALIS FROM INFECTED ROOT CANAL WALLS ASSESSED BY CONFOCAL LASER SCANNING MICROSCOPY,"al-obaida, mohammad, i",Researchtorat Dental Science Department,0,2019,1
9173,"Void fraction, number density of acoustic cavitation bubbles, and acoustic frequency: A numerical investigation","hamdaoui, oualid",Chemical Engineering Department,1,2019,0
9175,Occupational Stress and Job Satisfaction in Prosthodontists working in Kingdom of Saudi Arabia,"labban, nawaf",Prosthetic Dental Science Department,0,2019,2
9176,Influence of Gingival Retraction Agents and Adhesive Bonding Regime on the Bond Strength of Composite to Dentin,"alfawaz, yasser f.",Researchtorat Dental Science Department,0,2019,0
9177,Influence of Maxillary Incisor Variables on Smile Attractiveness: Perception of Saudi Population,"labban, nawaf",Prosthetic Dental Science Department,0,2019,1
9179,"Phenolic Profiles, Antimicrobial and Cytotoxic Properties of Both Micropropagated and Naturally Growing Plantlets of Calamintha sylvatica subsp. sylvatica Bromf.","sokmen, munevver",Zoology Department,0,2019,0
9180,Dentists' knowledge of chronic orofacial pain,"hadlaq, e. m.",Oral Medical & Diagnostic Science Department,2,2019,1
9181,ANTIFUNGAL AND ANTI-AFLATOXIN EFFICACY OF MYCOSYNTHESIS NANOSILVER PARTICLES PRODUCED BY FUSARIUM SPECIES: A PHYSICOCULTURAL AND MOLECULAR STUDY,"abd el-aziz, abeer ramadan mohamed",Botany & Microbiology Department,1,2019,0
9182,REDUCTION OF LEAD (II) USING SILVER DOPED ZnO NANOCOMPOSITES,"ullah, r.",Medical Aromat & Poisonous Plants Research Center,0,2019,2
9183,Pediatric intracranial hypertension Experience from 2 Tertiary Centers,"bashiri, fahad a.",Neuroophthalmology Division,0,2019,4
9184,Translation and validation of the Arabic version of the Boston carpal tunnel syndrome questionnaire,"alanazy, mohammed h.",Internal Medical Department,0,2019,0
9185,Recent Advances in Kaempferia Phytochemistry and Biological Activity: A Comprehensive Review,"abd-el gawad, ahmed m.",Plant Production Department,3,2019,1
9186,The impact of surgical training on the practice of recently graduated ophthalmologists at Riyadh's ophthalmology residency program,"al-sharif, eman m.",Ophthalmology Department,0,2019,0
9188,Primary congenital glaucoma: An updated review,"al-essa, rakan s.",Ophthalmology Department,2,2019,0
9190,Retinal capillary hemangioblastoma and hemiretinal vein occlusion in a patient with primary congenital glaucoma: A case report,"albloushi, abdulrahman f.",Ophthalmology Department,0,2019,0
9194,A community-based survey on massage therapy in Saudi Arabia,"al-yousef, hanan m.",Pharmacognosy Department,0,2019,1
9195,"Influence of photobio-modulation with an Er,Cr: YSGG laser on dentin adhesion bonded with bioactive and resin-modified glass ionomer cement","alkhudhairy, fahad",Researchtorat Dental Science Department,3,2019,2
9196,QoS-oriented multimedia transmission using multipath routing,"hossain, m. shamim",Software Engineering Department,2,2019,0
9197,The role of big data analytics in industrial Internet of Things,"imran, muhammad",Computer Science Department,36,2019,0
9199,"Risk factors for thromboembolism in burn patients admitted to the burn unit at King Abdulaziz Medical City, Riyadh, Kingdom of Saudi Arabia","al-qattan, mohammad m.",Surgery Department,0,2019,0
9200,Assessing the pre-hospital care preparedness to face mass casualty incident in Saudi Arabia in 2017-2018,"khan, anas",Emergency Medical Department,0,2019,0
9201,Pediatric residents' perceptions of the impact of the 24-hour on-call system on their well-being and education and patient safety A national survey,"alsohime, fahad m.",Pediatric Department,0,2019,1
9202,Pancreatic tuberculosis in immunocompetent patients At the University Hospital in Kingdom of Saudi Arabia,"alsaif, faisal a.",Surgery Department,0,2019,1
9203,Heterogeneous Information Network-Based Content Caching in the Internet of Vehicles,"hossain, m. shamim",Software Engineering Department,15,2019,0
9204,Iridium complex immobilization on covalent organic framework for effective C-H borylation,"nafady, ayman",Chemistry Department,3,2019,0
9205,"The effect of fermentation process on bioactive properties, essential oil composition and phenolic constituents of raw fresh and fermented sea fennel (Crithmum maritimum L.) leaves","al juhaimi, fahad",Food Science & Nutrition Department,1,2019,0
9206,Feedstock-induced changes in composition and stability of biochar derived from different agricultural wastes,"ahmad, munir",Soil Science Department,0,2019,0
9207,"Zinc-lysine prevents chromium-induced morphological, photosynthetic, and oxidative alterations in spinach irrigated with tannery wastewater","wijaya, leonard",Botany & Microbiology Department,9,2019,0
9208,Amelioration of titanium dioxide nanoparticle reprotoxicity by the antioxidants morin and rutin,"swelum, ayman abdel-aziz",Animal Production Department,3,2019,0
9210,Thermotolerance of camel (Camelus dromedarius) somatic cells affected by the cell type and the dissociation method,"saadeldin, islam m.",Animal Production Department,2,2019,0
9211,Big Data Contextual Analytics Study on Arabic Tweets Summarization,"al-ibrahim, fatimah",Software Engineering Department,0,2019,0
9212,"Accelerated weathering and soil burial effects on colour, biodegradability and thermal properties of bamboo/kenaf/epoxy hybrid composites","jawaid, m.",Chemical Engineering Department,7,2019,0
9213,Salvadora persica protects mouse intestine from eimeriosis,"al-quraishy, saleh",Zoology Department,2,2019,0
9214,"First record of Pseudoterranova decipiens (Nematoda, Anisakidae) infecting the Red spot emperor Lethrinus lentjan in the Red Sea","al quraishy, s.",Zoology Department,1,2019,0
9215,From Poster to Mobile Calendar: An Event Reminder using Mobile OCR,"bousbahi, fatiha",Information Technololgy Department,0,2019,0
9216,Effect of solvent polarity on the homogeneity and photophysical properties of MDMO-PPV films: Towards efficient plastic solar cells,"el-bashir, s. m.",Physics & Astronomy Department,2,2019,0
9217,Identification of Preisach hysteresis model parameters using genetic algorithms,"fouad, yasser",Mechanical Engineering Department,1,2019,0
9218,"Multi-product, multi-venders inventory models with different cases of the rational function under linear and non-linear constraints via geometric programming approach","el-wakeel, mona f.",Statistics & Operations Research Department,0,2019,0
9219,"Natural radioactivity measurements and dose rate assessment of selected ceramic and cement types used in Riyadh, Saudi Arabia","al-sewaidan, hamed a.",Physics & Astronomy Department,0,2019,0
9220,Rheological properties of sweet potato starch-date syrup gel,"mohamed, abdellatif abdelhakim",Food Science & Nutrition Department,2,2019,0
9221,Neonatal plastibell circumcision: does the thread type matter? a prospective randomized study,"altokhais, tariq",Surgery Department,0,2019,0
9222,East meets West: current practices and policies in the management of musculoskeletal aging,"reginster, jean-yves",Biochemistry Department,11,2019,0
9223,"Radiofrequency echographic multi-spectrometry for the in-vivo assessment of bone strength: state of the art-outcomes of an expert consensus meeting organized by the European Society for Clinical and Economic Aspects of Osteoporosis, Osteoarthritis and Musculoskeletal Diseases (ESCEO)","al-daghri, nasser m.",Biochemistry Department,5,2019,0
9224,Drought Superimposes the Positive Effect of Silver Fir on Water Relations of European Beech in Mature Forest Stands,"rennenberg, heinz",Zoology Department,7,2019,0
9227,Novel Aminoacridine Sensors Based on Molecularly Imprinted Hybrid Polymeric Membranes for Static and Hydrodynamic Drug Quality Control Monitoring,"amr, abd el-galil e.",Pharmaceutical Chemistry Department,7,2019,0
9228,"Integrative Effects of Rice-Straw Biochar and Silicon on Oil and Seed Quality, Yield and Physiological Traits of Helianthus annuus L. Grown under Water Deficit Stress","seleiman, mahmoud f.",Plant Production Department,1,2019,0
9229,Bifunctional Electrocatalyst of Low-Symmetry Mesoporous Titanium Dioxide Modified with Cobalt Oxide for Oxygen Evolution and Reduction Reactions,"amer, mabrook s.",Chemistry Department,0,2019,0
9230,Microstructural and Corrosion Characteristics of Al-Fe Alloys Produced by High-Frequency Induction-Sintering Process,"seikh, asiful h.",Excellence Research Engineering Material Center,0,2019,1
9231,Size and Shape Evolution of GaAsSb-Capped InAs/GaAs Quantum Dots: Dependence on the Sb Content,"alshehri, khairiah",Physics & Astronomy Department,0,2019,0
9232,Vitamin C and Turmeric Attenuate Bax and Bcl-2 Proteins' Expressions and DNA Damage in Lead Acetate-Induced Liver Injury,"alhusaini, ahlam m.",Pharmacology & Toxicology Department,2,2019,1
9233,Identifying potential thermal drivers of sudomotor in camels (Camelus dromedarius),"samara, emad m.",Animal Production Department,0,2019,0
9234,Miliary tuberculosis with delayed-onset total knee arthroplasty Mycobacteria tuberculosis infection successfully treated with medical therapy alone: A case report and literature review,"barry, mazin",Internal Medical Department,1,2019,1
9235,Existence and Iterative Method for Some Riemann Fractional Nonlinear Boundary Value Problems,"bachar, imed",Mathematics Department,1,2019,0
9236,A Note on Double Conformable Laplace Transform Method and Singular One Dimensional Conformable Pseudohyperbolic Equations,"eltayeb, hassan",Mathematics Department,2,2019,0
9237,Certain Results Comprising the Weighted Chebyshev Function Using Pathway Fractional Integrals,"tchier, f.",Mathematics Department,4,2019,0
9238,An In Vivo Evaluation of Biocompatibility and Implant Accuracy of the Electron Beam Melting and Commercial Reconstruction Plates,"moiduddin, khaja",Advanced Manufacturing Institute,0,2019,1
9239,Smart healthcare monitoring: a voice pathology detection paradigm for smart cities,"hossain, m. shamim",Software Engineering Department,43,2019,2
9240,Ecophysiological Plasticity and Cold Stress Adaptation in Himalayan Alpine Herbs: Bistorta affinis and Sibbaldia procumbens,"alqarawi, abdulaziz a.",Plant Production Department,2,2019,1
9241,Acute vasoreactivity testing in pediatric idiopathic pulmonary arterial hypertension: an international survey on current practice,"kashour, tarek",Cardiac Science Department,1,2019,0
9242,"Editorial to Special Issue Multispectral Image Acquisition, Processing, and Analysis","bazi, yakoub",Computer Engineering Department,0,2019,0
9243,Microbial Fortification Improved Photosynthetic Efficiency and Secondary Metabolism in Lycopersicon esculentum Plants Under Cd Stress,"al-huqail, asma a.",Botany & Microbiology Department,3,2019,0
9245,"Synthesis and characterization of crustin capped titanium dioxide nanoparticles: Photocatalytic, antibacterial, antifungal and insecticidal activities","alharbi, naiyf s.",Botany & Microbiology Department,5,2019,0
9246,Inhibition of Bruton's tyrosine kinase and IL-2 inducible T-cell kinase suppresses both neutrophilic and eosinophilic airway inflammation in a cockroach allergen extract-induced mixed granulocytic mouse model of asthma using preventative and therapeutic strategy,"nadeem, ahmed",Pharmacology & Toxicology Department,3,2019,1
9247,"Impacts of Enriching Growing Rabbit Diets with Chlorella vulgaris Microalgae on Growth, Blood Variables, Carcass Traits, Immunological and Antioxidant Indices","alarifi, saud",Zoology Department,3,2019,0
9248,Chemical Composition and Quality Characteristics of Meat in Three One-Humped Camel (Camelus dromedarius) Breeds as Affected by Muscle Type and Post-Mortem Storage Period,"suliman, gamaleldin m.",Animal Production Department,1,2019,1
9249,Processing of Single-Walled Carbon Nanotubes with Femtosecond Laser Pulses,"almutairi, zeyad",Mechanical Engineering Department,1,2019,3
9250,"Evaluation of the Applicability of the Ramp Metering to a Freeway Using Microsimulation: A Case Study in Riyadh, Saudi Arabia","lee, seongkwan mark",Civil Engineering Department,0,2019,0
9251,Effects of Laser Fluence and Pulse Overlap on Machining of Microchannels in Alumina Ceramics Using an Nd:YAG Laser,"mohammed, muneer khan",Advanced Manufacturing Institute,4,2019,1
9252,Synthesis of Novel Heteroatom-Doped Porous-Organic Polymers as Environmentally Efficient Media for Carbon Dioxide Storage,"el-hiti, gamal a.",Optometry Department,5,2019,0
9253,"Design, synthesis and validation of anti-microbial coumarin derivatives: An efficient green approach","ubaidullah, mohd",Chemistry Department,1,2019,0
9254,"Natural bioactive molecules melatonin and curcumin, and trace element selenium inhibit cadmium induced oxidative stress in mice","ahmad, mohammad",Medical Surgery Nursing Department,2,2019,0
9255,"The Prevalence of Overweight, Obesity, Hypertension, and Diabetes in India: Analysis of the 2015-2016 National Family Health Survey","vennu, vishal",Rehabilitation Science Department,3,2019,0
9256,Application of Composite NanoMaterial to Determine Phenols in Wastewater by Solid Phase Micro Membrane Tip Extraction and Capillary Electrophoresis,"alothman, zeid a.",Chemistry Department,2,2019,0
9257,Adsorption of Azo Dye Methyl Orange from Aqueous Solutions Using Alkali-Activated Polypyrrole-Based Graphene Oxide,"alghamdi, abdulaziz ali",Chemistry Department,3,2019,0
9258,Anticancer Indole-Based Chalcones: A Structural and Theoretical Analysis,"atef, saleh",Chemistry Department,2,2019,0
9259,"A New Class of beta-Pyrrolidino-1,2,3-Triazole Derivatives as beta-Adrenergic Receptor Inhibitors: Synthesis, Pharmacological, and Docking Studies","arumugam, natarajan",Chemistry Department,0,2019,0
9260,"Synthesis, Antiproliferative, and Antioxidant Evaluation of 2-Pentylquinazolin-4(3H)-one(thione) Derivatives with DFT Study","amr, abd el-galil e.",Pharmaceutical Chemistry Department,1,2019,0
9261,Photostabilization of Poly(vinyl chloride) by Organotin(IV) Compounds against Photodegradation,"el-hiti, gamal a.",Optometry Department,5,2019,0
9262,Synthesis of Green Recyclable Magnetic Iron Oxide Nanomaterials Coated by Hydrophobic Plant Extracts for Efficient Collection of Oil Spills,"abdullah, mahmood m. s.",Chemistry Department,1,2019,0
9263,Mesoporous Tungsten Trioxide Photoanodes Modified with Nitrogen-Doped Carbon Quantum Dots for Enhanced Oxygen Evolution Photo-Reaction,"amer, mabrook s.",Chemistry Department,4,2019,1
9264,Soldering of Passive Components Using Sn Nanoparticle Reinforced Solder Paste: Influence on Microstructure and Joint Strength,"alhazaa, abdulaziz",Physics & Astronomy Department,0,2019,1
9265,Soft tissue status and crestal bone loss around conventionally-loaded dental implants placed in cigarette- and waterpipe (narghile) smokers: 8-years' follow-up results,"alahmari, fatemah",Periodontics & Community Dental Department,6,2019,1
9266,Longitudinal assessment of clinical and radiographic periimplant status around narrow and regular diameter implants placed in cigarette-smokers and nonsmokers,"alfawaz, yasser f.",Researchtorat Dental Science Department,4,2019,1
9268,Date fruit dataset for intelligent harvesting,"altaheri, hamdi",Computer Engineering Department,0,2019,1
9269,Optically Pumped Intensive Light Amplification from a Blue Oligomer,"aljaafreh, mamduh j.",Physics & Astronomy Department,3,2019,1
9270,Potentiometric PVC-Membrane-Based Sensor for Dimethylamine Assessment Using A Molecularly Imprinted Polymer as A Sensory Recognition Element,"amr, abd el-galil e.",Pharmaceutical Chemistry Department,0,2019,0
9272,Single-nozzle Core-shell Electrospun Nanofibers of PVP/Dextran as Drug Delivery System,"moydeen, meera",Chemistry Department,1,2019,1
9273,"Vitamin D status and vitamin D receptor gene polymorphism in Saudi children with acute lower respiratory tract infection (vol 46, pg 1955, 2019)","mansy, wael",Clinical Pharmacology Department,0,2019,3
9275,"Equilibrium and Kinetic Studies of Biosorptive Removal of 2,4,6-Trichlorophenol from Aqueous Solutions Using Untreated Agro-Waste Pine Cone Biomass","kumar, nadavala siva",Chemical Engineering Department,2,2019,0
9276,Energetic Analysis of Different Configurations of Power Plants Connected to Liquid Chemical Looping Gasification,"khaled, usama",Electrical Engineering Department,2,2019,0
9277,PIV and Statistical Analysis of a Swirling Bed Process Carried out Using a Hybrid Model of Axial Blade Distributor,"khan, yasin",Electrical Engineering Department,1,2019,0
9278,A Shallow Convolutional Learning Network for Classification of Cancers Based on Copy Number Variations,"alshibli, ahmad",Computer Science Department,1,2019,0
9279,On Some Initial and Initial Boundary Value Problems for Linear and Nonlinear Boussinesq Models,"mesloub, said",Mathematics Department,0,2019,0
9280,Trends of cancer-associated venous thromboembolism (VTE) in the United States (2005-2014),"almohammed, omar a.",Clinical Pharmacology Department,1,2019,0
9283,Oxidation and Polymerization of Triacylglycerols: In-Depth Investigations towards the Impact of Heating Profiles,"nehdi, imededdine arbi",Chemistry Department,0,2019,0
9284,"Middle East Respiratory Syndrome Coronavirus epidemic impact on healthcare workers' risk perceptions, work and personal lives","alsubaie, sarah",Pediatric Department,18,2019,4
9286,Sodium Phosphate Post-treatment on Al Coating: Morphological and Corrosion Study,"hussain, raja rizwan",Civil Engineering Department,3,2019,0
9287,Synthesis and Inhibitory Effect of Some Indole-Pyrimidine Based Hybrid Heterocycles on alpha-Glucosidase and alpha-Amylase as Potential Hypoglycemic Agents,"atef, saleh",Chemistry Department,1,2019,0
9288,Increased total antioxidant capacity in renal tissue of female BWF1 mice infected with Plasmodium chabaudi,"abdel-maksoud, mostafa a.",Zoology Department,0,2019,0
9289,"Draft Genome Sequence of Freshwater-Derived Streptomyces sp. Strain BPSDS2, Isolated from Damte Stream, Northeast India","hashem, a.",Botany & Microbiology Department,0,2019,1
9290,Dynamical analysis and chaos synchronization of a fractional-order novel financial model based on Caputo-Fabrizio derivative,"al-khedhairi, a.",Statistics & Operations Research Department,1,2019,0
9293,New Thiophene Derivatives as Antimicrobial Agents,"kaal, nahed ahmed",Chemistry Department,1,2019,0
9294,Molecular fingerprinting in breast cancer (BC) screening using Quantum Optics (QO) technology combined with an artificial intelligence (AI) approach applying the concept of molecular profiles at n variables (MPnV): A prospective pilot study,"nabholtz, j. m.",Oncology Center,0,2019,0
9296,Circulating microRNAs and adipokines as markers of metabolic syndrome in adolescents with obesity,"al-rawaf, hadeel a.",Rehabilitation Research Chair,15,2019,1
9297,Phytoplankton diversity recovers slowly and cyanobacterial abundance remains high after the reflooding of drained marshes,"ameen, fuad",Botany & Microbiology Department,2,2019,0
9299,The effect of wollastonite powder with pozzolan micro silica in conventional concrete containing recycled aggregate,"alaskar, abdulaziz",Civil Engineering Department,2,2019,0
9300,Methyl violet dye removal using coal fly ash (CFA) as a dual sites adsorbent,"abasaeed, ahmed e.",Chemical Engineering Department,2,2019,0
9301,Theoretical analysis of solar thermophotovoltaic energy conversion with selective metafilm and cavity reflector,"alshehri, hassan",Mechanical Engineering Department,2,2019,0
9302,Neutrophils driving unconventional T cells are essential for resistance to sarcomas,"al omar, s. y.",Zoology Department,0,2019,0
9303,Optimal Selection of Crowdsourcing Workers Balancing Their Utilities and Platform Profit,"hassan, mohammad mehedi",Information Systems Department,2,2019,1
9305,"Epidemiology of a novel recombinant Middle East respiratory syndrome coronavirus in humans in Saudi Arabia (vol 214, pg 712, 2016)","bin saeed, abdulaziz",Dept Family & Community Med,0,2019,0
9306,GEP and MLR approaches for the prediction of reference evapotranspiration,"mattar, mohamed a.",Agricultural Engineering Department,4,2019,1
9307,Quantum-behaved bat algorithm for many-objective combined economic emission dispatch problem using cubic criterion function,"abdullah-al-wadud, m.",Software Engineering Department,4,2019,0
9308,The putative role of endogenous nitric oxide in brassinosteroid-induced antioxidant defence system in pepper (Capsicum annuum L.) plants under water stress,"wijaya, leonard",Botany & Microbiology Department,7,2019,0
9309,Muscovy ducks infected with velogenic Newcastle disease virus (genotype VIId) act as carriers to infect in-contact chickens,"saadeldin, islam m.",Animal Production Department,2,2019,0
9310,Characterization of methylglyoxal induced advanced glycation end products and aggregates of human transferrin: Biophysical and microscopic insight,"husain, fohad mabood",Food Science & Nutrition Department,1,2019,1
9311,The histamine-4 receptor antagonist JNJ7777120 prevents immune abnormalities by inhibiting ROR gamma t/T-bet transcription factor signaling pathways in BTBR T+ Itpr3(tf)/J mice exposed to gamma rays,"ahmad, sheikh f.",Pharmacology & Toxicology Department,0,2019,0
9312,Growing more with less: Breeding and developing drought resilient soybean to improve food security,"abd allah, elsayed fathi",Plant Production Department,11,2019,1
9313,Self-supporting overhang structures produced by additive manufacturing through electron beam melting,"ameen, wadea",Industrial Engineering Department,4,2019,1
9315,"Structural, morphological and dielectric investigation of spinel chromite (XCr2O4, X = Zn, Mn, Cu & Fe) nanoparticles","ramay, shahid m.",Physics & Astronomy Department,0,2019,1
9316,Synthesis of NiO-CeO2 nanocomposite for electrochemical sensing of perilous 4-nitrophenol,"ahmad, naushad",Chemistry Department,2,2019,2
9318,"The phytoestrogen, diosgenin, directly stimulates ovarian cell functions in two farm animal species","alwasel, saleh",Zoology Department,2,2019,0
9320,Comparison of Cyclic Fatigue Resistance of 5 Heat-treated Nickel-titanium Reciprocating Systems in Canals with Single and Double Curvatures,"al-obaida, mohammad, i",Researchtorat Dental Science Department,3,2019,0
9321,Opioid-prescribing Habits of Practitioner and Educator Members of the American Association of Endodontists: Report of a National Survey,"alghofaily, maha",Researchtorat Dental Science Department,1,2019,0
9322,"Toxicity response of highly colloidal, bioactive, monodisperse SiO2@Pr (OH)(3) hollow microspheres","ansari, anees a.",King Abdullah Institute Nanotechnology,1,2019,2
9324,"Mutation in C1orf131, encoding a novel nucleolar protein, causes intellectual disability in a large Pakistani family","khayyat, a. i. a.",Biochemistry Department,0,2019,0
9325,Screening of ataxia samples reveals potentially pathogenic known and novel variants in ATM and SACS and likely to reveal novel genes and variants associated with autosomal recessive ataxia,"alrasheed, m. m.",Clinical Pharmacology Department,0,2019,0
9326,Hereditary spinocerebellar degeneration in Sudan: identification of variants in known and new genes in a large cohort,"elmalik, s.",Physiology Department,0,2019,1
9327,Identification of significant network markers for breast cancer in Middle Eastern women using integrated transcriptomic and network analysis,"al-harazi, o.",Computer Science Department,0,2019,0
9329,Tracing sub-surface swept profiles of tapered toroidal end mills between level cuts,"aras, eyyup",Mechanical Engineering Department,1,2019,0
9330,Impact of Denture Cleansing Solution Immersion on Some Properties of Different Denture Base Materials: An In Vitro Study,"arrejaie, aws s.",Prosthetic Dental Science Department,5,2019,0
9332,TiO2 Nanotubes for Solar Water Splitting: Vacuum Annealing and Zr Doping Enhance Water Oxidation Kinetics,"shaddad, maged n.",Chemistry Department,4,2019,0
9333,"Field population sex ratio of the date palm mite, Oligonychus afrasiaticus (McGregor)","alatawi, f. j.",Plant Protection Department,0,2019,0
9334,"The Stat3 inhibitor, S31-201, downregulates lymphocyte activation markers, chemokine receptors, and inflammatory cytokines in the BTBR T+ Itpr3(tf)/J mouse model of autism","ahmad, sheikh f.",Pharmacology & Toxicology Department,1,2019,0
9335,Cholangioscopy-guided lithotripsy for difficult bile duct stone clearance in a single session of ERCP: results from a large multinational registry demonstrate high success rates,"aljebreen, abdulrahman",Medical Department,5,2019,0
9336,In-depth Sampling Study of Characteristics of Vehicle Crashes in Saudi Arabia,"darwish, saied mohamed hassan",Industrial Engineering Department,0,2019,0
9337,CHOLINE AND AROMATIC AMINO ACIDS SERUM METABOLOMIC PROFILE IN WILSON DISEASE: IMPLICATIONS ON PHOSPHOLIPIDS AND BIOGENIC AMINES.,"mazi, tagreed a.",Community Health Science Department,0,2019,0
9338,EXPLORATION OF PLASMA LIPIDOMIC PROFILE IN HISPANIC AND CAUCASIAN BARIATRIC SUBJECTS WITH NAFLD: A PILOT STUDY,"mazi, tagreed a.",Community Health Science Department,0,2019,0
9339,A perfect in phase FD algorithm for problems in quantum chemistry,"simos, t. e.",Mathematics Department,12,2019,0
9340,A multiple stage absolute in phase scheme for chemistry problems,"simos, t. e.",Mathematics Department,13,2019,0
